"","WT1_25_Slot2-5_1_3496","WT1_50_Slot2-9_1_3502","WT1_100_Slot2-4_1_3495","WT1_Veh_Slot2-2_1_3493","WT3_25_Slot2-6_1_3497","WT3_50_Slot2-10_1_3503","WT3_100_Slot2-11_1_3504","WT3_Veh_Slot2-13_1_3507","WT4_25_Slot2-14_1_3508","WT4_50_Slot2-7_1_3499","WT4_100_Slot2-16_1_3510","WT4_Veh_Slot2-12_1_3505","WT5_25_Slot2-8_1_3500","WT5_50_Slot2-17_1_3511","WT5_100_Slot2-3_1_3494","WT5_Veh_Slot2-15_1_3509"
"Srpk2",26781.8095850672,25571.4282508732,26469.1125047728,29267.4597583958,29005.5977374713,27273.8468991825,29691.3371149675,27775.3157058909,28085.702664944,28129.1374115469,29407.8814643551,29725.1982779421,28677.6576623456,28534.1772568865,28847.9746659265,30461.8487422671
"Sorl1",126077.376178479,144157.613162057,154167.662745998,118423.045780818,149699.304405856,138281.943337862,147703.60300987,155319.909073767,128100.696940827,105779.991333317,108761.107627787,138065.193231833,133327.209734343,150640.908413482,160511.788922307,142785.336665995
"Ap2a1",252016.661043292,251568.001452595,231494.902964554,254478.795490981,269652.970042505,252346.141013911,238891.452123531,256383.75591034,228361.968955924,242972.177238968,225748.619976846,259950.722899055,255949.773187225,228757.734957425,252765.61320913,234873.552945216
"Bcat2",138797.258969769,151514.241423199,144102.455465733,152291.065879658,174121.522312371,154505.692440805,158967.173812689,132551.05589033,130518.745054956,135552.550728835,136771.948554807,151961.797470699,153267.948730374,166381.375946764,184281.621644626,142311.07274464
"Add2",103485.890646629,86790.3188834953,79466.3954435048,105783.73057479,106995.999314359,99306.7939000255,75623.0848284002,99756.3531056289,105349.932791331,84289.281567649,82007.2029829375,116075.243035491,117069.796573077,96593.8207144366,81230.1260139196,112549.076993133
"Wdr20",11090.2553766824,11277.8078387283,7163.96065182871,11213.0053915922,9953.67646238871,11453.2556847419,11423.4789010081,9230.76697428102,10284.3352843413,10987.2501833514,11218.5403777024,8351.5173008222,9716.5403418917,12871.106338024,11216.49898158,9916.05407035667
"Ebf2",9865.10670425236,10393.003741343,8331.00418189074,9322.13978787943,7854.79958868327,7950.60347445147,10126.2396808381,7406.88163631243,9409.74855911415,10632.1405426376,11729.2873841386,10021.6964146025,8541.80258231852,10026.9074424707,9562.4445838803,7940.74032209297
"Scly",19083.5670261397,22039.160285146,22157.085351393,18645.1396161553,18863.1242496627,19200.8535446822,17878.9858364635,18800.2783583064,19023.5969390025,22200.288854372,18973.4828601179,21364.7649119719,17859.1960438455,18843.0233415771,19946.3656043185,18342.1600286482
"Plxna4",82714.4803865174,62459.9505791195,59323.4633692641,159712.938584976,85498.2533933905,62064.3295569948,50510.1671182953,146434.032118761,82318.8569321085,58427.0399980559,49193.4297946043,154858.284784827,103108.359034087,56398.3593777361,58709.4476234645,156850.175090686
"Sel1l",90558.9090715334,80023.0701148136,96812.4118056103,82034.5387666898,93305.034626154,80006.2434213562,84906.5072697268,87814.1423226222,71924.1450768693,66680.2775292034,76040.5456932121,74920.0344836766,79004.8902212671,91588.0262782377,100759.262802849,83839.7302437187
"Aldh4a1",133051.497426648,143897.611472985,137247.699584683,121133.349223594,142448.535816305,142728.656317838,119827.971656235,121240.305532477,144436.129426736,140167.144486284,110529.739791605,124211.096256353,139988.067986437,134371.125636192,134980.628375945,115783.976315273
"Ttn",114012.458427725,141206.971956595,150758.12541636,NA,121240.374367894,148556.674740793,NA,NA,140815.489180736,173563.176697645,99959.7621799208,143523.277198107,156940.246938786,142165.384579319,133020.934073538,NA
"Ybx1",164978.620010347,112325.25699536,90196.9591163322,251304.108354317,121925.211600027,130420.202149285,129377.608727637,213641.131255944,100737.480287588,132555.484451731,134031.286763463,306411.873242903,132297.343948916,128656.640461414,111471.591534191,204589.084621154
"Fasn",412918.549797703,397623.445684008,410918.3703314,455841.563893625,416487.499974611,402823.946580195,397795.637357748,402874.461287904,338099.336290242,374392.353220814,385900.714588455,439808.835549772,367192.16350496,354474.657890464,404726.407580734,406505.884359231
"Tom1",58326.2169298764,51881.426001924,47116.8342573247,50618.998036051,49668.4538132097,51096.4073835907,48266.1492450394,52761.6638724643,51385.2320210027,50566.3148946576,52430.8251880602,58806.6700288352,54728.2263950341,46441.7268150703,50518.9737211977,54684.0707051751
"Rbbp6",11222.724252733,9563.44353241763,9212.51200761427,9769.45363150962,12395.7149463534,9793.00055818879,9146.04425198786,8786.76864043472,10951.8528536724,12524.0837382994,10291.9297717635,10480.2292974784,9663.67804286979,13148.7865683493,8573.61478075731,10079.0551187255
"Tpr",425035.999113455,393702.71369949,414132.23455372,366620.643014178,377403.351121315,386923.581747247,388242.253270693,338686.337337414,369915.641788246,411205.676639651,401712.907402425,361198.102987443,374626.158389216,387130.114973184,368263.734480573,340722.666544432
"Pag1",24500.3339599463,24362.1061769628,24050.1645438778,25074.1936966662,22823.9141523927,25466.7573153832,23888.3648240585,24538.0142540291,26809.878569349,24678.3353309062,22035.5309122808,26432.2410355817,23371.2754000157,26449.1952188879,20303.3937402368,25573.8243270579
"Entpd5",42987.1272725266,44650.7723178887,50540.2056132673,40587.761994255,46047.2857200393,42172.2089378478,43012.277107349,44986.1606151857,45191.1703783986,44821.9679340163,43638.358598896,39891.9173801212,41936.0670048261,44502.5949253394,48381.7025909269,45715.3059955373
"Atp11a",26531.0220070304,21647.894941221,25107.3326655169,27072.6018570912,23768.5860335176,25833.2759166404,25805.6036499486,25847.2119979314,26056.1552582371,23251.1212121021,21460.8563512847,24570.0255985014,25884.3664997348,23966.7587206765,20003.3862181961,30177.5822943599
"Map2k6",26509.7630735668,30248.1564665457,25084.3725563743,23192.4806741231,26985.6245365847,24431.093639812,29011.7459208849,23051.8652941737,25234.0574899179,32921.6719321736,28301.6637208974,21533.6311048215,24565.160135334,29269.5172274531,27397.9481373086,21999.7978522459
"Ap3m1",54178.8096599905,66625.4159319678,65959.4104222509,65330.8025506635,73961.2903669477,91692.0474760773,73697.7403750019,64922.8565764262,57932.7185049755,67838.8924341307,57479.1529066051,59991.1012276414,72619.7283810963,51778.0771209932,85644.8551832623,60193.3555516104
"Pkm",2714138.21104923,2094553.88813471,1790761.68836023,3358210.20042617,2383003.86772928,2211053.53015453,1831486.10852881,3025000.73172543,2150778.52791517,2016308.4526453,2047249.94959844,2985416.56112202,2327879.72043249,2092571.22145086,1914996.74000865,2973180.86164909
"Acbd6",18011.3323896535,14660.842107361,15053.7274664059,13755.6087293919,15376.5293212808,17435.2414467828,17422.4931780056,13941.6128799212,13950.5344781708,14770.4743654461,16578.015697464,15351.1010590924,16127.7915130466,17210.9183733331,14138.7520247288,12053.0315079282
"Prkra",306942.264657007,289483.151362911,334195.863998429,219904.086841037,315739.486266133,316631.751192166,347679.608030551,235842.641706155,254060.733566368,294698.959321243,339216.602728393,248352.499959018,278725.82770133,334283.286504955,429185.040769205,230984.024823922
"Eps8",13322.1922012402,12424.6748682414,11655.9911461569,19239.6956412884,12874.2201179874,13081.7700414522,12214.8049296643,14962.7732719404,14101.8041113219,13832.3755246182,11914.4865716096,18000.7502130046,13356.138424249,12159.6438403656,9535.00075275054,17287.6843084795
"Qprt",12793.21725508,12731.8163082183,10517.3360316169,9985.61783004462,11523.0537943402,10432.1424730714,10432.8587877474,7953.99390250115,14997.8882923219,20760.5892815791,14416.5450055419,10355.2048734664,11526.3158158797,9535.29692846982,12273.3883301236,10336.0791879763
"Map1b",1258626.40063608,976609.044104736,1067336.74834032,1547474.15744124,1009723.23098335,962154.527930619,1020262.24735913,1563959.44299992,979808.930022522,920948.711263664,1082313.45938211,1627197.40040142,1085077.60393549,1003373.09545584,997064.653047942,1533764.64619788
"Spg7",26811.6216831069,28707.8434966198,28146.0728703482,24053.7184995852,28865.7160121298,29257.1379279201,28757.1532490889,27769.772361,27253.284660331,29190.1433463053,27427.3393088958,26526.2752146083,31890.4496159673,30464.8804952671,27769.9064410204,28662.9592786612
"Tmem231",16193.870274636,20375.6927083582,20708.1084565979,19073.5888619933,17144.1419617089,17678.479013176,19278.2872814864,17466.3546904055,18623.0714605148,15625.4819704979,16054.1984286724,14837.5342928058,19538.5886731719,17042.8233896766,20764.0420926944,16878.9120968796
"Dhx9",290519.944236827,317331.627962866,303056.441363429,282506.64463371,324652.847689055,320662.251200618,324465.812361643,250862.992724449,287372.029580193,297866.239801735,286344.87396594,284464.72636799,312917.676952413,303138.024301036,343844.972552226,259829.472785748
"Shc1",13256.0633242973,14496.9817053087,15251.5380954793,18113.5322282028,15758.9639119817,16363.5695470933,15092.544938765,15443.1114514622,12948.4633334576,16641.7265816767,15728.2774024189,17549.2880198386,13863.9134931029,15254.3089929851,16256.6433726689,17958.4775262178
"Nckap1",107954.958744819,109509.136306143,112851.294038482,108879.021732422,115663.499821579,106927.020595246,109056.627663509,95850.228460353,108863.733327921,104474.030824926,104685.737053906,109045.066104206,106885.162136548,107342.301930347,116459.270397891,101339.269026
"Apba1",691256.670470039,640655.510705124,667607.758569791,706874.468171629,767823.256962772,756457.268036726,888213.082079923,640651.256825542,629253.902419768,722463.78963945,908028.757896841,728153.568409759,722101.600379057,676934.185789941,731126.13556738,721054.21519421
"Prkcd",100052.538726994,107843.584446653,100592.144966794,101934.962630817,133237.351827195,147149.856647652,127868.490480415,94359.0797638985,87417.6987574147,96884.7461725769,115596.496890899,101504.40097496,104103.174748317,108172.646241582,151356.863055957,94931.2678867022
"Aak1",58516.7764444859,55574.8017660535,52964.1760253463,58115.341407034,54812.8286068293,55671.1115555658,59717.4081842463,66175.9343413097,55779.7846561328,63344.0745222227,60223.9950252145,63157.7938828218,58896.6084541141,50840.4601572803,52631.9532298017,61918.4902036931
"Tagln",68690.1873466266,114038.65288478,99228.4528843452,95354.5298467428,101828.937533405,134350.848052479,115760.566083912,97162.3199333642,116270.519435488,113894.873380031,159147.541475896,106313.872177164,111700.7679568,107349.237413074,102865.219921774,106688.812213851
"Clasp1",72812.8404351197,73565.574415173,76914.0776244041,73495.1993447557,74161.6952725664,74589.0342351932,76861.8005939506,76811.5784432642,71998.831095371,69895.3173370223,73167.3270782629,74391.4143993199,76026.7888582663,72089.1300799481,73343.170067534,76784.2956809746
"Plec",743891.660592001,692763.87922057,722122.469224631,806240.35180572,654999.000362865,677710.535659044,626736.664963323,776255.215946344,644586.769254624,672181.039336327,653394.530139393,800192.661527363,707521.731415411,667352.916620153,665872.138034972,746281.766615361
"Nxt2",10986.4,7884.06000000001,9118.47999999999,6303.06,8261.7,9396.85,9030.55,7511,6373.24,9164.05999999999,10230.9,7919.69,7654.75999999999,9157.62,7529.25,6852.86
"Mthfd1",204914.576802866,224703.634141573,219059.517264709,226548.706632171,209080.648988691,230317.33815545,207446.095324445,239653.747330812,210801.494911237,229090.963961281,204971.776398876,238129.619007246,218782.124303488,208599.182939184,208380.542398349,208392.995063335
"Mtr",32923.2272665987,32675.8811103853,34102.8328455535,30204.4627801762,32427.1719410109,34813.752668887,31285.2933390126,30988.272588912,28657.7165154664,32629.3115465597,34335.316521351,34251.3384134697,31726.5903648476,28026.600228927,29758.9841041026,27685.0150119405
"Marchf6",17820.5266546883,20089.1093729035,27655.1166589512,26996.43063496,32071.7167371025,22665.8021993064,31700.4029438954,29685.8836089089,28196.7060712453,22285.0269286369,18202.087742977,26560.8334078123,31639.6378533327,29843.4989680489,29141.3010389171,23143.0065426682
"Sft2d3",NA,11992.7,10012.2,7308.86,10056.5,11498,10865.7,7854.66000000001,NA,NA,10283.1,8069.41,9141.75999999999,NA,9413.10999999999,NA
"Acaca",55199.3440847124,63941.9466971006,70462.9940559475,57792.224714688,64569.6564204108,65290.5778833875,69154.2270913237,56194.6388473816,57272.3567588923,57325.1231280119,61780.4058962699,61265.7893161597,58564.6338747845,58724.4634696187,72257.4580765082,57177.546144761
"Dbi",898362.894868191,835426.555635845,750837.979777612,592870.495036863,718698.869619953,881913.391052932,873967.960456586,715722.569410225,744900.81186238,910357.013227607,1007750.72227268,787857.878917819,786652.340195239,802757.290827753,651892.402770374,630865.004730203
"Ddx24",16769.3301241466,18776.7575522582,14945.6547682314,21218.6995820083,14003.0246279013,14627.2239474323,14295.8259198138,23741.7340285132,15252.4744505599,16604.8280227568,15470.987175799,23453.5050942309,15005.7053997092,14603.7258969017,13972.7449561287,20226.6654715296
"Dmxl2",48175.2370311661,53504.7958353434,57412.2489715421,50555.2302707226,56608.1828143359,54037.7205994248,61530.3780157094,56900.3920816806,54587.4366308588,52619.5968292656,56603.1466270749,49970.9653240097,55739.0292721523,56296.1406556677,58510.1246296603,57513.6171827914
"Rbm28",10237.802755352,9853.35029764516,9209.06662070861,16819.9475841763,11710.6330482135,8495.56091821512,9969.66932125718,16253.4502260265,13673.8307294877,10142.3467588141,11057.7998447738,17960.6938279009,8531.86831975948,8981.25654261258,8588.64133484304,15601.0548650572
"Relch",60721.0945122817,51777.1404447743,54199.7152208867,52855.7748687341,61914.5579389331,52883.4174150565,57233.999212456,51870.5914735323,50338.7917497177,51157.2242523072,56031.8555157941,53453.9837686802,55230.7016912245,53999.7383263484,56999.2274547675,51212.0273873537
"Atp1a1",1890941.07380328,1986354.70261029,2005618.4909545,1628459.56879697,1826171.95147785,1987397.17002285,1731317.31243827,1758904.82448074,1847079.12378536,1724618.4936319,1706718.65785649,1749967.55551339,1999963.32310653,1768537.47391347,1765296.40719147,1659468.59843628
"Man2a1",7618.44404868688,9139.08732545785,10592.8427526244,16755.0868053671,9007.80523450001,9833.53042223584,11604.1353603702,12704.9709687011,12045.5269561982,11988.8817337112,10608.8776755342,17824.7590691111,10428.9904090909,11029.2362641255,12020.5033290139,13801.0979527469
"Xab2",29315.2582570585,26971.842190798,24886.7427711476,27775.3550540634,26892.579966955,25040.2335200814,24949.6751845995,25535.4630371482,28390.1073210709,29353.6967888852,26069.7673589134,27352.5190608389,24846.5731504595,26621.5221991622,24330.630457145,23738.7762338182
"Ecpas",44931.8803722107,44253.8427745357,42714.4358470854,51505.7983362722,50134.6181452678,49917.3703751597,46739.32122533,53869.7003241328,42869.4328061051,45315.8637885112,45703.8355511069,54023.4592603352,49086.1926152708,44588.211353356,47837.3960976062,50139.1214648596
"Pik3cb",3835.88661484113,4302.24529871693,4841.16750463121,5858.38573322404,5033.47445893555,5382.39694619686,6041.69382323868,6254.17350404478,5475.2342916406,7496.72852789383,4293.37792999769,5812.35031650872,5714.59451702459,3858.67523231754,3841.39991067933,6237.77806206841
"Prpf6",40776.993041325,42485.9865410648,43210.8420549655,43302.039469578,43046.5664796625,45380.7446395148,43864.9790480975,40631.5772056771,44519.1091763419,46667.3807364161,40652.6209976314,42301.2206352675,47247.8057373152,43620.4599989082,42061.1863580902,41687.4441404131
"Alg11",19235.089425262,17806.0905245519,18599.5668633221,14575.0878127992,20382.9931856721,17594.8061021024,20126.810411953,16080.5471089908,17494.2088660107,15335.1557971819,17644.2702672272,17727.2855100109,18046.0568455546,18308.9616204907,21673.4806956696,15625.2009665743
