"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","78/1393","336/9821",4.30801749236761e-06,0.000141279368174357,0.000119674054780767,"Rtn4/Arhgdia/Rheb/Arhgap1/Cdc42ep4/Dbnl/Rap1gap2/Stmn1/Mapre2/Arhgap31/Rac1/Ywhaq/Shtn1/Rala/Col1a2/Gdi1/Dennd4b/Col3a1/Cdc42/Akap13/Arfgap1/Arfgef1/Arfgef3/Arhgap12/Arhgap17/Arhgap28/Arhgap32/Arhgap35/Arhgap44/Arhgef18/Arhgef7/Arl3/Bcr/Brap/Cadm4/Camk2d/Cbl/Cd2ap/Cdc42bpa/Cyth1/Dab2ip/Dennd4c/Dgki/Dgkz/Dock11/Dock3/Dock5/Dock7/Dock9/Dok1/Flot1/Garnl3/Gdi2/Git1/Iqsec1/Itsn1/Madd/Map2k1/Nf1/Phactr4/Psd3/Rab15/Rabgef1/Ralbp1/Ralgapa1/Ralgps2/Rap1gap/Rapgef2/Ripor1/Rock2/Rtkn/Sdcbp/Sos1/Srgap1/Stambp/Trim67/Usp8/Wasf1",78
"GO:0106027","GO:0106027","neuron projection organization","31/1393","96/9821",4.69264924877133e-06,0.000151813544615656,0.000128597279911209,"Map1a/Cttn/Dbn1/Dbnl/Septin7/Pdlim5/Actr2/Cfl1/Dctn1/Cdc42/Afdn/Arf1/Arhgap44/Atp1a3/Camk2b/Ckap5/Dip2a/Dnm1l/Dnm3/Gsk3b/Hdac6/Kif1a/Marcks/Mtmr2/Pafah1b1/Pick1/Rph3a/Srcin1/Tanc1/Tanc2/Wasl",31
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","56/1393","221/9821",6.57759291737716e-06,0.000205839966590862,0.000174361647820118,"Dmtn/Tnks1bp1/Atp2b4/Araf/Pak2/Hsp90ab1/Eif4g1/Park7/Hk1/Snca/Hsp90aa1/Akt3/Arrb2/Atr/Braf/Brsk2/Cab39/Camk1d/Camk2b/Camk2d/Cd44/Csnk1e/Dclk1/Dclk2/Dock7/Grk2/Gsk3b/Hdac6/Ilk/Inpp5f/Inpp5j/Mapk3/Mapk9/Mark2/Mast1/Nck1/Nek7/Pak1/Pik3ca/Pikfyve/Pkn2/Prkaa1/Prkca/Prkcb/Prkcd/Prkce/Prkcq/Raf1/Rock2/Rps6ka1/Rps6ka3/Rps6kb1/Stk38l/Stk39/Ttbk1/Wnk1",56
"GO:0006457","GO:0006457","protein folding","41/1393","145/9821",6.75030883179128e-06,0.000209873238224783,0.000177778126649978,"Cct8/Hspa8/Ahsa1/Hsp90ab1/Hspa4/Tcp1/Hspe1/Ppid/Hspa4l/Hsph1/Ahsa2/Trap1/Nudc/Hsp90aa1/Chordc1/Ptges3/Cct6a/St13/Aip/Arl2/Cdc37/Cdc37l1/Dffa/Dnajb13/Dnajc7/Fkbp4/Fkbp8/Hspb1/Nudcd2/Nudcd3/Pdcd5/Pdcl/Pex19/Pfdn2/Pfdn6/Sh3glb1/Stub1/Tbcc/Tbcd/Tbcel/Vbp1",41
"GO:0071763","GO:0071763","nuclear membrane organization","14/1393","28/9821",7.11821394957887e-06,0.000219883925100539,0.000186257917471833,"Chmp4b/Tardbp/Chmp2b/Nsfl1c/Vps4b/Dctn1/Ankle2/Chmp1a/Chmp5/Chmp7/Emd/Pafah1b1/Spast/Vps4a",14
"GO:0034332","GO:0034332","adherens junction organization","17/1393","39/9821",7.93643531774426e-06,0.000242036001919488,0.000205022361912629,"Add1/Fermt2/Pak2/Plec/Vcl/Jam3/Cdc42/Afdn/Camsap3/Csk/Dchs1/Mtss1/Numb/Numbl/Ptpn23/Rdx/Tbcd",17
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","28/1393","85/9821",8.75331146862897e-06,0.000263590284979846,0.000223280430907828,"Synj1/Snap47/Cplx1/Ctnnd1/Gripap1/Atad1/Adam22/Ap2a2/Ap2b1/Arhgap44/Cpt1c/Dlg2/Dnm3/Flot2/Git1/Gphn/Grip1/Gsk3b/Iqsec1/Map2k1/Nedd4/Numb/Pacsin1/Pick1/Pip5k1c/Sirt2/Snap25/Stx1b",28
"GO:0019076","GO:0019076","viral release from host cell","11/1393","19/9821",1.1344520909254e-05,0.00033120467142383,0.00028055480785209,"Chmp4b/Ist1/Chmp2b/Vps4b/Chmp1a/Chmp5/Chmp7/Trim25/Vapa/Vapb/Vps4a",11
"GO:0035891","GO:0035891","exit from host cell","11/1393","19/9821",1.1344520909254e-05,0.00033120467142383,0.00028055480785209,"Chmp4b/Ist1/Chmp2b/Vps4b/Chmp1a/Chmp5/Chmp7/Trim25/Vapa/Vapb/Vps4a",11
"GO:0046755","GO:0046755","viral budding","11/1393","19/9821",1.1344520909254e-05,0.00033120467142383,0.00028055480785209,"Chmp4b/Chmp2b/Vps4b/Chmp1a/Chmp5/Chmp7/Lrsam1/Mvb12a/Nedd4/Snf8/Vps4a",11
"GO:0043647","GO:0043647","inositol phosphate metabolic process","17/1393","40/9821",1.19914900096309e-05,0.000347971237370379,0.000294757326999092,"Synj1/Snca/Bpnt1/Impa1/Inpp1/Inpp5j/Ip6k1/Itpk1/Mtmr2/Mtmr7/Nudt3/Ocrl/Plcb1/Plcb3/Ppip5k1/Ppip5k2/Ptk2b",17
"GO:0006623","GO:0006623","protein targeting to vacuole","15/1393","33/9821",1.464988469032e-05,0.000420021843696122,0.000355789509686751,"Hspa8/Ap3d1/Gga3/Hgs/Nedd4/Pik3c3/Pik3r4/Snx16/Vamp7/Vps13a/Vps13c/Vps37a/Vps37c/Vps4a/Zfyve16",15
"GO:0001778","GO:0001778","plasma membrane repair","13/1393","26/9821",1.52297083612104e-05,0.000431478364695121,0.000365494028749572,"Anxa6/Chmp4b/Anxa2/Myh9/Chmp2b/Vps4b/Chmp1a/Chmp5/Chmp7/Rab3a/S100a10/Syt7/Vps4a",13
"GO:0030307","GO:0030307","positive regulation of cell growth","40/1393","145/9821",1.65792946367759e-05,0.000462499564115526,0.000391771274796008,"Mapt/Map1b/Plaa/Ist1/Rufy3/Eif4g1/Slc25a4/Hnrnpk/Dbn1/Dbnl/Eif4g2/Shtn1/Cfl1/Krt17/Gdi1/Cdc42/Afdn/Cpne6/Ddx3x/Fdps/Golga4/Gsk3b/Ilk/Itsn2/L1cam/Mtpn/Nedd4l/Nr3c1/Pafah1b1/Pak1/Picalm/Ptk2b/Rims1/Sdcbp/Sh3glb1/Slc9a1/Syt4/Trpv2/Twf2/Usp47",40
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","49/1393","191/9821",1.71856995604699e-05,0.000472903043077758,0.000400583789512949,"Mapt/Cttn/Rtn4/Map1b/Plaa/Ist1/Map2/Dpysl2/Hsp90ab1/Rufy3/Hnrnpk/Dbn1/Dbnl/Hsp90aa1/Vcl/Septin7/Shtn1/Cfl1/Gdi1/Afdn/Cadm1/Clasp2/Cpne1/Cpne6/Dclk1/Dip2b/Fgf13/Golga4/Gsk3b/Hdac6/Ilk/Impact/Itsn2/L1cam/Lamb2/Nedd4l/Pafah1b1/Pak1/Picalm/Rims1/Sh3gl2/Sh3glb1/Slc12a2/Syt4/Trpv2/Ttl/Twf2/Usp9x/Wasf1",49
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","69/1393","299/9821",1.88965243205381e-05,0.000514071354811001,0.000435456388798045,"Mapt/Dmtn/Igbp1/Coro1c/Pebp1/Tardbp/Tigar/Prkar2b/Hspa4/Eif4g1/Nf2/Park7/Uchl1/Plec/Snca/Chordc1/Ppp4r4/Prkar2a/Ankle2/Arpp19/Arrb2/Cadm4/Casp3/Cbl/Cblb/Cdkn1b/Crkl/Csk/Dab2ip/Deptor/Dusp3/Ensa/Fkbp8/Git1/Grk2/Gsk3b/Gstp1/Hspb1/Ilk/Impact/Inpp5f/Inpp5j/Irs2/Lpcat1/Lpin1/Mical1/Mprip/Nck1/Nf1/Pip4k2a/Pip4k2b/Plpp3/Prkag2/Prkca/Prkcd/Rabgef1/Rock2/Sh3bp5l/Sh3gl2/Sirt2/Smcr8/Srcin1/Stat3/Tiprl/Ubash3b/Vps25/Wars1/Wnk1/Ywhab",69
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","69/1393","299/9821",1.88965243205381e-05,0.000514071354811001,0.000435456388798045,"Mapt/Dmtn/Igbp1/Coro1c/Pebp1/Tardbp/Tigar/Prkar2b/Hspa4/Eif4g1/Nf2/Park7/Uchl1/Plec/Snca/Chordc1/Ppp4r4/Prkar2a/Ankle2/Arpp19/Arrb2/Cadm4/Casp3/Cbl/Cblb/Cdkn1b/Crkl/Csk/Dab2ip/Deptor/Dusp3/Ensa/Fkbp8/Git1/Grk2/Gsk3b/Gstp1/Hspb1/Ilk/Impact/Inpp5f/Inpp5j/Irs2/Lpcat1/Lpin1/Mical1/Mprip/Nck1/Nf1/Pip4k2a/Pip4k2b/Plpp3/Prkag2/Prkca/Prkcd/Rabgef1/Rock2/Sh3bp5l/Sh3gl2/Sirt2/Smcr8/Srcin1/Stat3/Tiprl/Ubash3b/Vps25/Wars1/Wnk1/Ywhab",69
"GO:0007018","GO:0007018","microtubule-based movement","60/1393","250/9821",1.90998608740867e-05,0.000516667422966821,0.000437655450180531,"Map6/Mapt/Map1a/Map4/Igbp1/Nefl/Map1b/Atp2b4/Dync1li2/Nefm/Hspa8/Map2/Nefh/Anxa5/Ap3d1/Dync1h1/Uchl1/Kif5a/Kif5b/Actr10/Actr2/Cdc42/Agtpbp1/Ap3b2/Ap3s1/Ap3s2/Arl3/Bicd1/Borcs5/Borcs6/Camsap3/Dlg2/Dst/Dync1i1/Dync1i2/Dync1li1/Flot2/Hdac6/Hspb1/Ift22/Kif1a/Kif21a/Kif2a/Kif3b/Kif5c/Kifap3/Klc1/Klc2/Lztfl1/Madd/Map2k1/Pafah1b1/Pex14/Septin4/Slc9a3r1/Sod1/Spast/Vamp7/Vps13a/Wasf1",60
"GO:0051051","GO:0051051","negative regulation of transport","75/1393","333/9821",2.04206199948195e-05,0.000543188491862199,0.000460120753450524,"Mapt/Dmtn/Map1b/Ppp3ca/Ank3/Bag3/Anxa5/Comt/Vsnl1/Arhgap1/Calm1/Park7/Snca/Vps4b/Snx12/Gdi1/Fbn1/Abr/Ankrd13d/Appl1/Atg3/Atp1a2/Atp9a/Bcr/Bin1/Braf/Cacnb3/Camk2d/Cbarp/Cd200/Coro1a/Csk/Frmd4a/Gabbr1/Gnao1/Gopc/Grk2/Hecw1/Irs2/Iscu/Lrsam1/Madd/Mtmr2/Ndufaf2/Nedd4/Nedd4l/Nf1/Oxsr1/Pacsin1/Pacsin2/Pfkl/Picalm/Ppp3cc/Prkca/Prkcb/Prkce/Prrt2/Ptk2b/Ptpn11/Rab11fip5/Rab23/Rabgef1/Rangap1/Sdcbp/Sestd1/Slc9a3r1/Smcr8/Snx3/Srcin1/Stk39/Stx1b/Stxbp5l/Syt4/Trim9/Wnk1",75
"GO:0120031","GO:0120031","plasma membrane bounded cell projection assembly","81/1393","367/9821",2.099916518541e-05,0.000555491728772062,0.000470542503398574,"Palm/Map4/Dmtn/Cttn/Coro1c/Dpysl3/Avil/Capzb/Cdc42ep4/Dbn1/Dbnl/Ehd1/Prdx6/Mapre1/Septin9/Pfn1/Vcl/Septin7/Rac1/Gsn/Arpc2/Actr2/Shtn1/Cfl1/Dctn1/Rala/Vdac3/Cdc42/Ablim1/Ablim2/Ablim3/Aqp1/Arap1/Arhgap35/Arhgap44/Arhgef6/Arhgef7/Arl3/Asap1/Atg3/Atxn10/Bcas3/Carmil2/Ccp110/Cep41/Cyld/Dnajb13/Dnm3/Dock11/Ehd3/Ehd4/Fgd4/Fnbp1l/Gdi2/Golph3/Gorab/Gsk3b/Ift22/Iqcb1/Kif3b/Lrrc49/Mtss2/Nck1/Nek1/Nudcd3/Ocrl/Parva/Prkcd/Prkcq/Ptpn23/Rab23/Rap1gap/Rapgef2/Rdx/Slc9a3r1/Snap29/Srgap2/Stx2/Twf1/Twf2/Wasl",81
"GO:0006007","GO:0006007","glucose catabolic process","11/1393","20/9821",2.19810188545341e-05,0.000575109935931744,0.000487160573175265,"Tigar/Hk1/Pkm/Eno1/Ldha/Gapdh/Eno2/Pfkfb2/Pfkl/Pfkm/Pfkp",11
"GO:0006734","GO:0006734","NADH metabolic process","15/1393","34/9821",2.27986069293649e-05,0.00059005259447459,0.000499818108101525,"Tigar/Hk1/Vcp/Mdh1/Pkm/Eno1/Ldha/Mdh2/Gapdh/Dlst/Eno2/Nudt12/Pfkl/Pfkm/Pfkp",15
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","62/1393","263/9821",2.50883548869361e-05,0.000638952357439628,0.000541239817353666,"Dmtn/Ppp3ca/Tardbp/Anxa5/Vsnl1/Park7/Cplx1/Sncg/Ppid/Kif5b/Rac1/Steap3/Glud1/Fgg/Ap1b1/Fbn1/Aacs/Apbb1/Arf1/Brsk2/C2cd2l/Cd200/Cd2ap/Cpt1a/Dnm1l/Ensa/Exoc1/Frmd4a/Golph3/Hcfc1/Ica1/Irs2/Llgl1/Madd/Myo18a/Ndufaf2/Oga/Pafah1b1/Pclo/Pfkfb2/Pfkl/Pfkm/Pick1/Pik3c3/Prkce/Prkcq/Ptpn11/Ptpn23/Rab11b/Rab11fip5/Rab15/Rab3a/Rab3c/Raf1/Rap1gds1/Slc12a2/Srcin1/Stxbp5/Stxbp5l/Syt4/Syt7/Ube2q1",62
"GO:0071692","GO:0071692","protein localization to extracellular region","62/1393","266/9821",3.61357686817065e-05,0.000882745206367402,0.000747750358381392,"Dmtn/Ppp3ca/Tardbp/Anxa5/Vsnl1/Park7/Cplx1/Sncg/Ppid/Kif5b/Rac1/Steap3/Glud1/Fgg/Ap1b1/Fbn1/Aacs/Apbb1/Arf1/Brsk2/C2cd2l/Cd200/Cd2ap/Cpt1a/Dnm1l/Ensa/Exoc1/Frmd4a/Golph3/Hcfc1/Ica1/Irs2/Llgl1/Madd/Myo18a/Ndufaf2/Oga/Pafah1b1/Pclo/Pfkfb2/Pfkl/Pfkm/Pick1/Pik3c3/Prkce/Prkcq/Ptpn11/Ptpn23/Rab11b/Rab11fip5/Rab15/Rab3a/Rab3c/Raf1/Rap1gds1/Slc12a2/Srcin1/Stxbp5/Stxbp5l/Syt4/Syt7/Ube2q1",62
"GO:0060491","GO:0060491","regulation of cell projection assembly","41/1393","155/9821",3.84439875296247e-05,0.00092497393111479,0.000783521205774367,"Palm/Map4/Dmtn/Cttn/Coro1c/Dpysl3/Avil/Capzb/Cdc42ep4/Dbn1/Septin9/Pfn1/Septin7/Rac1/Arpc2/Actr2/Cfl1/Rala/Vdac3/Cdc42/Aqp1/Arap1/Arhgap35/Arhgap44/Atg3/Bcas3/Carmil2/Ccp110/Cyld/Dnm3/Dock11/Fnbp1l/Gdi2/Gsk3b/Prkcd/Prkcq/Rap1gap/Rdx/Twf1/Twf2/Wasl",41
"GO:0044091","GO:0044091","membrane biogenesis","20/1393","56/9821",4.51229364661347e-05,0.00107486875522315,0.00091049318776652,"Sptbn1/Chmp4b/Ank3/Chmp2b/Nsfl1c/Vps4b/Exoc4/Ankle2/Chmp1a/Chmp5/Chmp7/Flot1/Gak/Pacsin2/Pex19/Picalm/S100a10/Spast/Stx2/Vps4a",20
"GO:1903828","GO:1903828","negative regulation of protein localization","42/1393","162/9821",5.17196952541428e-05,0.0012021063149361,0.00101827279414518,"Mapt/Map1a/Dmtn/Ppp3ca/Bag3/Anxa5/Vsnl1/Park7/Nsfl1c/Cltc/Snx12/Gdi1/Naca/Fbn1/Cd200/Csk/Dclk1/Dclk2/Frmd4a/Gdi2/Gopc/Gsk3b/Ilrun/Leprot/Lztfl1/Madd/Maged1/Ndufaf2/Nedd4l/Nf1/Numb/Pfkl/Picalm/Ptpn11/Rab11fip5/Rab23/Rangap1/Rock2/Snx3/Srcin1/Stxbp5l/Syt4",42
"GO:0031623","GO:0031623","receptor internalization","31/1393","108/9821",6.36999886457034e-05,0.00144547651960013,0.00122442532427985,"Synj1/Nsf/Snca/Cd9/Cltc/Atad1/Ankrd13d/Ap2a2/Ap2b1/Arf1/Arrb2/Dnm1/Dnm3/Flot1/Grk2/Hgs/Iqsec1/Mtmr2/Nedd4/Numb/Pacsin1/Picalm/Pick1/Pip5k1c/Scyl2/Sdcbp/Sh3gl2/Sirt2/Snap25/Snx1/Tbc1d5",31
"GO:0071709","GO:0071709","membrane assembly","18/1393","49/9821",7.0247980118136e-05,0.00158654400380017,0.00134391989769205,"Sptbn1/Chmp4b/Ank3/Chmp2b/Nsfl1c/Vps4b/Ankle2/Chmp1a/Chmp5/Chmp7/Flot1/Gak/Pacsin2/Picalm/S100a10/Spast/Stx2/Vps4a",18
"GO:0098884","GO:0098884","postsynaptic neurotransmitter receptor internalization","12/1393","26/9821",8.8586600200191e-05,0.00192796655344779,0.00163313000273367,"Synj1/Atad1/Ap2a2/Ap2b1/Dnm3/Iqsec1/Nedd4/Numb/Pacsin1/Pick1/Pip5k1c/Sirt2",12
"GO:0048639","GO:0048639","positive regulation of developmental growth","36/1393","135/9821",9.33672162253726e-05,0.00201370374453641,0.00170575573312641,"Mapt/Ncam1/Map1b/Plaa/Ist1/Rufy3/Slc25a4/Hnrnpk/Dbn1/Dbnl/Shtn1/Gdi1/Naca/Afdn/Cpne6/Fdps/Golga4/Gsk3b/Ilk/Itsn2/L1cam/Mtm1/Nedd4l/Nr3c1/Pafah1b1/Pak1/Pex5/Picalm/Plcb1/Rims1/Rps6kb1/Sgip1/Sh3glb1/Syt4/Trpv2/Twf2",36
"GO:0003012","GO:0003012","muscle system process","63/1393","280/9821",9.53692098339759e-05,0.00203851686020124,0.00172677427392063,"Cttn/Atp1a1/Anxa6/Ppp3ca/Synm/Atp2b4/G6pdx/Slc25a4/Ank2/Calm1/Dbn1/Tmod1/Gsn/Eno1/Pdlim5/Tpm2/Tpm1/Akap13/Apbb1/Atp1a2/Atp1a3/Atp1b1/Atp2b1/Bin1/Cacnb1/Camk2d/Camk2g/Dock5/Ehd3/Fdps/Fgf13/Foxo3/Glrx3/Grcc10/Grk2/Gsk3b/Inpp5f/Kcna1/Lmcd1/Map2k1/Map2k4/Map2k6/Mtpn/Nr3c1/Oga/Pak1/Pik3ca/Ppp1r13l/Prkca/Prkg1/Rap1gds1/Rcsd1/Rock2/Ryr2/Shc1/Slc9a1/Snta1/Sod1/Stac/Stac2/Tmod2/Trpv1/Twf1",63
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization","13/1393","30/9821",0.000100847211765001,0.002138749169067,0.00181167843917143,"Map1a/Map1b/Map2/Camsap1/Camsap2/Camsap3/Clasp1/Clasp2/Eml4/Fgf13/Hdac6/Katnb1/Stmn2",13
"GO:0036258","GO:0036258","multivesicular body assembly","8/1393","13/9821",0.000106273983963565,0.00220276984942663,0.0018659086817572,"Chmp4b/Chmp2b/Vps4b/Chmp1a/Chmp3/Chmp5/Chmp7/Vps4a",8
"GO:0097212","GO:0097212","lysosomal membrane organization","8/1393","13/9821",0.000106273983963565,0.00220276984942663,0.0018659086817572,"Chmp4b/Hspa8/Chmp2b/Arf1/Chmp1a/Chmp3/Chmp5/Chmp7",8
"GO:0016049","GO:0016049","cell growth","76/1393","355/9821",0.000108774956126087,0.0022363077984959,0.00189431780055505,"Mapt/Cttn/Rtn4/Map1b/Plaa/Epb41l3/Ist1/Map2/G6pdx/Dpysl2/Hsp90ab1/Rufy3/Eif4g1/Slc25a4/Hnrnpk/Nf2/Dbn1/Dbnl/Fhl1/Eif4g2/Hsp90aa1/Vcl/Septin7/Eno1/Pdlim5/Shtn1/Cfl1/Krt17/Gdi1/Cdc42/Afdn/Akap13/Cadm1/Camk2d/Cd44/Cdkn1b/Clasp2/Cpne1/Cpne6/Crkl/Dab2ip/Dclk1/Ddx3x/Dip2b/Fdps/Fgf13/Golga4/Gsk3b/Hdac6/Ilk/Impact/Itsn2/L1cam/Lamb2/Lamtor1/Map2k4/Mtpn/Nedd4l/Nr3c1/Pafah1b1/Pak1/Picalm/Ptk2b/Rims1/Sdcbp/Sh3bp4/Sh3gl2/Sh3glb1/Slc9a1/Syt4/Trpv2/Ttl/Twf2/Usp47/Usp9x/Wasf1",76
"GO:0044088","GO:0044088","regulation of vacuole organization","15/1393","38/9821",0.000108826173151534,0.0022363077984959,0.00189431780055505,"Chmp4b/Sec22b/Atg2a/Lrsam1/Mtm1/Mtmr3/Pikfyve/Pip4k2a/Pip4k2b/Rab3gap1/Rab3gap2/Scfd1/Sh3glb1/Smcr8/Wdr45",15
"GO:0002028","GO:0002028","regulation of sodium ion transport","21/1393","66/9821",0.000198075708826987,0.00374856321685222,0.00317530978202779,"Atp1a1/Atp2b4/Ank3/Ahcyl1/Kif5b/Akt3/Arf1/Atp1a2/Atp1b1/Camk2d/Cntn1/Fgf13/Hecw1/Nedd4/Nedd4l/Plcb1/Slc9a1/Slc9a3r1/Snta1/Stk39/Wnk1",21
"GO:0016241","GO:0016241","regulation of macroautophagy","27/1393","95/9821",0.000221546585716571,0.00401815083373982,0.00340367039581399,"Chmp4b/Bag3/Sec22b/Tigar/Slc25a4/Slc25a5/Atg2a/Hdac6/Ikbkg/Larp1/Lrsam1/Mapk3/Mtm1/Nrbp2/Optn/Pik3c3/Pik3r4/Pip4k2a/Pip4k2b/Rab3gap1/Rab3gap2/Scfd1/Sh3glb1/Smcr8/Tsc1/Vps13c/Wdr45",27
"GO:0110011","GO:0110011","regulation of basement membrane organization","7/1393","11/9821",0.000222391389085433,0.00401815083373982,0.00340367039581399,"Clasp1/Clasp2/Lama2/Lamb1/Lamb2/Lamc1/Nid1",7
"GO:2000650","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","7/1393","11/9821",0.000222391389085433,0.00401815083373982,0.00340367039581399,"Atp1a2/Camk2d/Hecw1/Nedd4/Nedd4l/Slc9a3r1/Stk39",7
"GO:0032288","GO:0032288","myelin assembly","10/1393","21/9821",0.000252594547975802,0.00452967301763349,0.00383696744865273,"Epb41l3/Tppp/Cd9/Ckap5/Cntn1/Cntnap1/Ilk/Mtmr2/Pals1/Pikfyve",10
"GO:0043954","GO:0043954","cellular component maintenance","19/1393","58/9821",0.000258330270457544,0.0045980867470287,0.00389491892808811,"Cttn/Epb41l3/Fermt2/Hspa8/Mpz/Cfl1/Afdn/Cadm1/Camsap3/Ckap5/Cntnap1/Dgkz/Erc1/Lnpk/Mtmr2/Mtss1/Pick1/Rab3a/Tanc1",19
"GO:0150115","GO:0150115","cell-substrate junction organization","26/1393","91/9821",0.000262350736739709,0.00465235306485084,0.00394088650548966,"Dmtn/Cttn/Coro1c/Fermt2/Sorbs1/Tln1/Plec/Mapre2/Vcl/Rac1/Cfl1/Bcas3/Bcr/Camsap3/Clasp1/Clasp2/Dst/Dusp3/Iqsec1/Lamc1/Lims1/Ptk2b/Ptpn11/S100a10/Slk/Tsc1",26
"GO:0007019","GO:0007019","microtubule depolymerization","15/1393","41/9821",0.00029406469447364,0.00511270946215194,0.00433084235977475,"Map1a/Map1b/Map2/Stmn1/Camsap1/Camsap2/Camsap3/Clasp1/Clasp2/Eml4/Fgf13/Hdac6/Katnb1/Nckap5l/Stmn2",15
"GO:0032507","GO:0032507","maintenance of protein location in cell","17/1393","50/9821",0.000327683412423741,0.0055508446303037,0.00470197519249003,"Ank3/Dbn1/Park7/Hk1/Pfn1/Gsn/Arl2/Golph3/Grk2/Mprip/Rangap1/Skp1/Tmsb4x/Twf1/Twf2/Vps13a/Vps13c",17
"GO:0002090","GO:0002090","regulation of receptor internalization","19/1393","59/9821",0.000331117841763629,0.00558236699424034,0.00472867696188014,"Synj1/Nsf/Atad1/Ankrd13d/Arf1/Arrb2/Flot1/Iqsec1/Mtmr2/Nedd4/Numb/Pacsin1/Pick1/Pip5k1c/Scyl2/Sdcbp/Sh3gl2/Sirt2/Tbc1d5",19
"GO:0090257","GO:0090257","regulation of muscle system process","42/1393","176/9821",0.000372131781634305,0.00615863980538729,0.00521682257621185,"Cttn/Atp1a1/Anxa6/Ppp3ca/Atp2b4/G6pdx/Slc25a4/Ank2/Calm1/Dbn1/Eno1/Atp1a2/Atp1b1/Atp2b1/Bin1/Cacnb1/Camk2d/Camk2g/Dock5/Ehd3/Fdps/Fgf13/Foxo3/Glrx3/Grcc10/Grk2/Gsk3b/Kcna1/Lmcd1/Map2k1/Mtpn/Nr3c1/Oga/Pak1/Prkca/Prkg1/Rock2/Ryr2/Shc1/Slc9a1/Sod1/Twf1",42
"GO:0014047","GO:0014047","glutamate secretion","10/1393","22/9821",0.000404573040644154,0.00654830604166442,0.00554689864541463,"Stxbp1/Dpysl2/Snca/Gabbr1/Nf1/Nr3c1/Pak1/Rab3gap1/Syt4/Trpv1",10
"GO:0045927","GO:0045927","positive regulation of growth","47/1393","204/9821",0.000405798735167956,0.00654830604166442,0.00554689864541463,"Mapt/Ncam1/Map1b/Plaa/Ist1/Rufy3/Eif4g1/Slc25a4/Hnrnpk/Dbn1/Dbnl/Eif4g2/Shtn1/Cfl1/Krt17/Gdi1/Naca/Cdc42/Afdn/Cpne6/Ddx3x/Fdps/Golga4/Gsk3b/Ilk/Itsn2/L1cam/Mtm1/Mtpn/Nedd4l/Nr3c1/Pafah1b1/Pak1/Pex5/Picalm/Plcb1/Ptk2b/Rims1/Rps6kb1/Sdcbp/Sgip1/Sh3glb1/Slc9a1/Syt4/Trpv2/Twf2/Usp47",47
"GO:0006735","GO:0006735","NADH regeneration","8/1393","15/9821",0.000407559565667501,0.00654830604166442,0.00554689864541463,"Hk1/Pkm/Eno1/Gapdh/Eno2/Pfkl/Pfkm/Pfkp",8
"GO:0061621","GO:0061621","canonical glycolysis","8/1393","15/9821",0.000407559565667501,0.00654830604166442,0.00554689864541463,"Hk1/Pkm/Eno1/Gapdh/Eno2/Pfkl/Pfkm/Pfkp",8
"GO:0045185","GO:0045185","maintenance of protein location","22/1393","74/9821",0.000415760957943227,0.00665773734659589,0.00563959503944818,"Ank3/Dbn1/Park7/Hk1/Pfn1/Gsn/Fbn1/Arl2/Ccdc22/Golph3/Gopc/Grk2/Mprip/Pex5l/Rangap1/Skp1/Tmsb4x/Twf1/Twf2/Vps13a/Vps13c/Ywhab",22
"GO:0070848","GO:0070848","response to growth factor","80/1393","394/9821",0.000434626079630464,0.00689069426910815,0.00583692675084063,"Atp2b4/Dync1li2/Fermt2/Epn2/Hsp90ab1/Zyx/Dbn1/Ehd1/Ube2o/Gab1/Cpne3/Strap/Arpc2/Cfl1/Col1a2/Col3a1/Fbn1/Col4a2/Col2a1/Acap2/Appl1/Arrb2/Bcar1/Cadm4/Casp3/Cd44/Coro1a/Coro1b/Crkl/Dab2ip/Dusp3/Dync1li1/Ehd4/Emd/Fkbp8/Garem1/Git1/Grk2/Gsk3b/Hdac6/Hgs/Hspb1/Ilk/Mapk3/Mtss2/Nedd4/Nr3c1/Pals1/Pdcd5/Pik3ca/Ppm1a/Ppp2r5b/Prkcb/Prkce/Ptpn11/Ptpn12/Raf1/Rap1gap/Rapgef2/Rock2/Rps6kb1/Sdcbp/Sh3gl2/Sh3glb1/Shc1/Sirt2/Snx1/Snx6/Sos1/Stat3/Stmn2/Stub1/Syap1/Tab1/Tgfb1i1/Twf2/Usp15/Usp8/Usp9x/Wasf1",80
