Genes,log2FC(S2/P1),q value
MDN1,-0.337840502,0.002805164
ATP2A2,-0.337855521,0.006888677
TSPAN9,-0.337862369,0.031823255
RFX5,-0.337904573,0.003065677
CIZ1,-0.337983573,0.001095585
EVI5,-0.338040372,0.0005917
NSUN4,-0.338139083,0.002039885
TTC21B,-0.33819394,0.001973299
MGP,-0.338194967,0.029898031
TSC2,-0.338361746,0.000335731
ELP4,-0.338875868,0.000593432
EMILIN1,-0.338898089,0.008007205
TIMM29,-0.338900763,0.009663725
RINT1,-0.339000925,0.002382876
VDAC3,-0.339161314,3.57E-05
PAK6,-0.339216156,0.000136633
RRP8,-0.339231428,0.001079692
LRCH3,-0.339385767,0.006773833
FAM83F,-0.339389885,0.007560785
PPP2R5C,-0.339588798,0.000118441
TSG101,-0.339625117,0.001036312
HECA,-0.33964293,0.013698402
KRT10,-0.339663756,0.000225261
CTTNBP2NL,-0.339672257,0.000148815
BRD4,-0.339685396,0.0004434
RANBP2,-0.339735487,0.039401319
WDR48,-0.339769665,0.007578492
IKBKE,-0.339775162,0.000420458
STX17,-0.339780307,0.000578115
FARSB,-0.339881431,0.000588264
NDUFA11,-0.339953975,0.014190396
PRR12,-0.339959351,0.000200508
AGPAT2,-0.340042395,0.002341461
PRKAA1,-0.340101132,0.006788555
ALG1,-0.340135673,0.000216276
ELOVL4,-0.340158389,0.00048212
STAG2,-0.340227082,0.00141825
MYADM,-0.340268093,0.005532709
MLLT1,-0.340418074,0.0001396
PLXNA2,-0.340447636,0.000730101
SCAMP4,-0.34049169,0.005806485
OLFML1,-0.340621427,0.001620839
CCNH,-0.340674216,0.001359844
GALNT1,-0.340789563,0.000260032
CYP51A1,-0.340820204,0.000170386
NUFIP2,-0.340856192,0.001621965
NMES1,-0.341004063,0.000890659
MRPS7,-0.34108049,0.000218712
KSR1,-0.341084506,0.020768063
VKORC1L1,-0.341219506,0.002505297
PLEKHN1,-0.341285673,0.000202018
NUP62,-0.341329601,0.002265592
MOSPD2,-0.341336311,0.007957616
LMOD1,-0.341343246,0.001746209
TM9SF3,-0.34134472,5.94E-05
MAPKAP1,-0.34158845,0.000856072
SAP130,-0.341603918,0.001104548
MRPS18B,-0.34164748,0.008516803
TGM5,-0.341668869,0.013813854
UXS1,-0.341740246,0.003929815
EMC10,-0.341928082,0.002217968
POGK,-0.341991798,0.000291958
MARK2,-0.342128619,0.027551981
MBOAT7,-0.342216053,0.003171543
METAP1,-0.342368827,0.001662222
LRWD1,-0.342585187,0.000419956
FGFBP1,-0.342681657,0.000551309
PRAG1,-0.342697178,0.006457782
ATP11A,-0.342797858,0.002133929
COL14A1,-0.342839533,0.003269345
H3-3B;H3C12;H3C13,-0.34284818,0.017604717
SLC12A6,-0.342933847,0.001453692
RER1,-0.343132481,0.000136633
UBL3,-0.343150857,0.007964312
H4-16,-0.34320368,0.000271919
EPHX3,-0.34331529,0.002905405
RSF1,-0.343406029,0.001256351
TOMM5,-0.343455106,0.003407189
PHYH,-0.343508397,0.037472889
KDM5A,-0.343643694,0.004675169
OFD1,-0.34383963,0.001503532
MFSD10,-0.344258265,0.001265664
GLG1,-0.344287992,0.019392679
EIF1AX;EIF1AY,-0.344499075,0.004414867
SLC4A1,-0.34454948,0.001074654
FYCO1,-0.344600376,0.01571055
SRRM1,-0.344627986,0.001535254
HMGB2,-0.344738163,0.000770551
ATAD1,-0.344775044,0.013558468
HACD2,-0.344871417,0.017866646
DHX33,-0.344872935,0.000686483
SH2B1,-0.34487764,0.000592739
NDUFS5,-0.344908118,0.000419956
PDGFD,-0.344990368,0.009116162
RAB3A,-0.344992043,0.001206275
SAMD1,-0.345087477,0.00340915
AP3M1,-0.345196704,0.000156464
NPNT,-0.345296688,0.075436848
SOS2,-0.345334178,0.000126985
KIF9;STARD9,-0.345591042,0.000350329
HR,-0.345646231,0.003713678
MIA2,-0.345727278,0.000259207
NDUFA8,-0.345766095,0.00890319
NNT,-0.345813767,0.000689677
CTSG,-0.345858025,0.001239334
AGRN,-0.345911286,0.022308471
SF1,-0.345991312,0.020744034
SDR16C5,-0.346015591,7.09E-05
NKRF,-0.346104229,0.006253197
SRP9,-0.346210087,0.005124723
ITM2B,-0.346235293,0.01555823
GRTP1,-0.346293529,0.003487126
S100A14,-0.346315349,0.00015014
WBP11,-0.346581866,0.000771688
ATG3,-0.346595682,0.026899707
BMS1,-0.346600304,0.000102649
F3,-0.346669388,0.002600634
RDH10,-0.346695069,0.002451719
OTUD6B,-0.346765123,0.001115442
KRT75,-0.346767008,0.044367709
NUMB,-0.346772836,0.000883508
CCAR2,-0.346830465,0.003764456
MRPL16,-0.346871,0.03331884
SMG1,-0.347005538,0.008256548
GFAP,-0.347216102,0.006802018
PES1,-0.347242857,0.006923362
SON,-0.347387056,0.024167204
DDX6,-0.347409891,0.000496613
CISD3,-0.347519627,0.000297082
SLC4A2,-0.347573825,0.000987481
SEC24A,-0.347710455,0.012653617
MAMDC2,-0.347718906,0.148639497
MTPAP,-0.347877529,0.000935449
MAL2,-0.347950042,0.000629208
SGK3,-0.347955818,0.000642899
UTP20,-0.3480329,0.000834217
NECAP1,-0.348043891,0.001193912
BCAS2,-0.348050344,0.024053342
CYP27A1,-0.3480515,0.000781866
FAM98C,-0.348235282,0.001145725
IPMK,-0.348462695,0.013779553
LRCH4,-0.348503883,0.00045895
WDR3,-0.348769074,0.010991349
RPS3,-0.348956218,0.001144168
GMEB1,-0.349185502,0.002754691
POLQ,-0.34941766,0.000745757
PTPN21,-0.34942777,0.016945791
NCBP3,-0.349443376,0.003321055
RPN1,-0.349516572,0.000154157
TTC39C,-0.349538618,0.014180499
DNM2,-0.349551321,6.37E-05
PLA2G4E,-0.349672916,0.00259722
MXRA5,-0.349694706,0.00112443
DDOST,-0.349928639,5.77E-05
MTMR2,-0.349958583,0.000840593
ILF3,-0.350145381,0.000375705
PECR,-0.350187577,0.009416385
TINCR,-0.350209547,0.000301994
MIB1,-0.350467685,0.003303028
DOCK9,-0.350563347,0.042267456
MFF,-0.350581694,0.000461373
RAB22A,-0.350700505,0.002058301
TMEM11,-0.350810039,8.74E-05
TAPT1,-0.350857479,0.001315168
AKAP8,-0.350858353,0.000660936
NDUFS2,-0.351057624,0.000434699
ERCC2,-0.351136268,0.016314429
RDH12,-0.351345268,0.000126877
WASHC4,-0.351544264,0.006606648
GOLGA5,-0.351673719,0.006514685
GDAP2,-0.351802766,0.003345048
TECPR2,-0.351939745,0.00058226
SPTB,-0.352021729,0.006834724
KIF13B,-0.35204621,0.003326122
PADI2,-0.352230902,0.001239334
PLD2,-0.352257609,0.0007334
SP110,-0.352313331,0.000983708
YTHDF1,-0.352409241,0.000785114
BCL7C,-0.352721699,0.00042236
MIB2,-0.352858347,0.001202732
CPZ,-0.352941436,0.005768744
VPS26C,-0.352991617,0.004508036
STX18,-0.353001634,0.002058301
ARHGEF28,-0.353249665,9.15E-05
ORC5,-0.353287054,0.001592926
FAM120C,-0.353295462,0.000415391
TRIM29,-0.353429465,0.000125248
TMED2,-0.353633593,0.000786297
COG1,-0.353682301,0.000498431
SRRT,-0.353693973,0.000859387
SRPK2,-0.353761937,0.000779798
XRN1,-0.353837828,0.016897998
AP3D1,-0.353867157,0.008605753
SRSF5,-0.353912492,0.03383428
CNNM3,-0.353922169,0.005591872
VPS41,-0.354024091,0.000278819
CD74,-0.354087009,0.006890359
CCZ1;CCZ1B,-0.354117372,0.000245965
USP2,-0.3542608,0.000327605
EIF2D,-0.354281124,0.040926935
MGST2,-0.354329407,0.065244832
ITGA6,-0.354330383,0.019464732
ZC3H13,-0.354590442,0.001713526
FAM98B,-0.354843478,0.000366054
DNAJC17,-0.354907412,0.001495777
HACD3,-0.355129108,0.000485087
CRTC2,-0.355130041,0.000512901
SMAD5,-0.355172865,0.009393263
SLC25A20,-0.355393466,0.010394915
WDR7,-0.35548509,0.000167855
RRP9,-0.355487628,0.001810923
TUBGCP4,-0.35552542,4.90E-05
ABCE1,-0.3555351,0.000382808
PAK1IP1,-0.355697006,0.000416213
USP40,-0.355758943,0.015822137
MYZAP,-0.355826008,0.001365469
VSIG10L,-0.355852734,0.002275093
PDXDC1,-0.355995334,0.011000939
CBLC,-0.35612888,0.002645946
TREX2,-0.35630123,0.054550403
NDUFAF7,-0.356482499,0.000238837
INIP,-0.356830496,0.009941695
FAM20B,-0.356851044,0.000412715
WDR74,-0.356872158,0.004806846
PNISR,-0.357133497,0.000350223
FDFT1,-0.357135886,0.005960925
FAM89A,-0.357183955,0.000269296
ZC3H15,-0.357198781,0.000331344
ZMYM2,-0.357236125,0.001121698
ABCB10,-0.357552782,0.003520944
GATAD2A,-0.357676254,0.000520742
MAP4K4,-0.357714588,0.0019282
INPP5F,-0.357767861,0.001304228
AKAP8L,-0.357899952,0.000690462
SPCS2,-0.357917711,0.006865457
ALDOA,-0.357985962,0.046816204
PEX6,-0.358020938,0.000687071
TMEM192,-0.358138525,0.018292478
ABCF2,-0.358307397,0.001786945
SLC25A4,-0.358381203,0.000170069
UHRF2,-0.35845349,0.000557667
TMED3,-0.358495791,0.000118441
TEAD3,-0.358504921,0.003856854
TAF3,-0.358587916,0.003994881
PRKCB,-0.358601103,0.001453692
OTUD4,-0.358652771,0.010888821
LYAR,-0.358699986,0.002520364
TAMM41,-0.358838404,0.004830964
DAB2IP,-0.358948724,0.0011878
MAFG,-0.358994635,0.000272913
ATP2C2,-0.359052507,0.000419956
PLEC,-0.359085297,0.000556744
BUD31,-0.359180884,0.000799572
RAF1,-0.359205188,0.005981548
NDUFA12,-0.359293503,0.001650382
RPS24,-0.359327801,0.003960851
WDR36,-0.359548679,0.039305644
HSD17B13,-0.359712604,0.022638583
GPN1,-0.359975076,0.015741923
PIK3C2A,-0.360017421,0.00569173
TCAF1,-0.360047553,0.002946206
DRAP1,-0.360053675,0.000258376
TMPRSS11F,-0.360065611,8.76E-05
CGGBP1,-0.360076438,0.001090508
ECM2,-0.360081774,0.016524903
LPGAT1,-0.360144304,0.000761273
GHITM,-0.360436895,0.010265766
RPF1,-0.360570086,0.003205238
HDGFL2,-0.36059725,0.002019983
VRK2,-0.360622598,0.000367548
ATAD2B,-0.360637367,0.004806344
ATP5MK,-0.360700853,0.000116079
ILF2,-0.360715993,0.000419956
GCN1,-0.360734079,0.001214382
RALGAPB,-0.360784062,0.00816394
MT-ATP6,-0.360807105,0.000238837
RPS6,-0.360822265,0.000906174
FCHO2,-0.360964551,0.005111295
ALYREF,-0.360993099,4.05E-05
SSR4,-0.361087182,0.000350105
MAP2K3,-0.361162957,0.007964312
PDK3,-0.361417538,0.002135341
VWA8,-0.361419903,0.011627811
SZT2,-0.361572781,0.004726915
RPL10A,-0.361613235,0.000367691
STK25,-0.361764611,0.004664786
ZNF207,-0.361804996,0.001513971
SPOUT1,-0.361935652,0.000216821
TRPM4,-0.362053908,0.005338473
DTX3L,-0.362247529,0.000420597
RBL2,-0.362269297,0.000340678
KIAA0100,-0.362494194,0.000233922
SPATA5,-0.362647304,0.003717948
COG8,-0.362746674,0.000272913
IGSF8,-0.36275342,0.007809153
R3HCC1,-0.36301377,0.003713806
TRIM62,-0.363040998,0.000136633
ADD2,-0.363076657,0.012315072
SMYD3,-0.363080448,0.000269296
GORASP1,-0.363194957,0.001719642
MCEE,-0.363287686,0.0035371
SLTM,-0.363329112,0.000481577
ANKRD35,-0.363522495,0.007661814
DLG2,-0.363577233,0.000350105
WDR70,-0.363615666,0.001813269
KCTD18,-0.3636467,0.000879664
NEBL,-0.363668685,0.004495424
HSPA12A,-0.363753567,0.009936479
PELO,-0.363755562,0.01771335
OS9,-0.363945865,0.004623078
SMARCAL1,-0.363954627,0.000633798
AGPS,-0.363964012,0.003859217
CCDC61,-0.364317372,0.000655446
NRK,-0.364343721,0.015839677
ATP6AP2,-0.36438592,0.000391915
GRK2,-0.364429989,0.000394427
ALOXE3,-0.36477655,0.001884373
MYO6,-0.3647855,0.000990463
PEX1,-0.364820017,0.00125394
TTC37,-0.365006862,0.002164948
SCAF11,-0.365126064,0.001964124
SEC23A,-0.365147894,0.001498785
EMC1,-0.365229528,0.003168092
ATXN1L,-0.36552002,0.001815826
DOLK,-0.365528469,0.006190373
BRI3BP,-0.365583884,0.004287671
LMF2,-0.365675375,7.83E-06
MCC,-0.365689169,0.001265464
PEX3,-0.366038183,0.00174289
TRIM25,-0.366096517,0.000344937
KRT25,-0.366324597,0.001869785
F11R,-0.366350402,0.000766989
APTX,-0.366418793,0.000930386
GTF3C4,-0.366561021,0.006018573
HNRNPL,-0.366664464,0.000116079
INF2,-0.366745222,0.000410073
PREB,-0.366791826,0.000547188
GAR1,-0.366832679,0.001414665
KLK9,-0.366860331,0.0026121
MTOR,-0.366877877,0.004084982
DNAJC11,-0.367018153,0.006836316
AKAP17A,-0.36702384,0.000108278
SBDS,-0.36725968,9.94E-05
RBM26,-0.367284992,0.00632454
AMFR,-0.36735448,0.000507885
LRBA,-0.367444542,0.062366184
COL2A1,-0.367539513,0.002170388
ARHGEF7,-0.367554119,0.007131479
ECI2,-0.367589807,0.000343386
CASP2,-0.367713528,0.002214902
VPS35L,-0.367820937,0.002754691
RPS13,-0.367846335,0.000607176
DYNC1H1,-0.367854057,0.000262221
GCFC2,-0.368014044,0.003374448
CHD4,-0.368101215,0.013000588
PF4;PF4V1,-0.368115942,0.000615142
MYO1F,-0.368247237,0.005477684
LNX1,-0.368321179,0.010888821
CHMP1A,-0.368841153,0.006480422
MRTO4,-0.368900824,0.0535032
KIFAP3,-0.368946683,0.000956115
FXR2,-0.368971525,0.000474559
STXBP1,-0.368985985,0.003504536
CDK2,-0.369143579,0.003821945
SMAP1,-0.369451038,0.00696544
GOLGA1,-0.369568173,0.000216821
TXLNA,-0.369599654,0.000395314
KLC2,-0.369705274,0.000373809
TRAPPC11,-0.369707786,0.000658745
ATP13A4,-0.369906087,0.000785114
MTMR10,-0.370165066,0.002421162
COPG2,-0.370274825,0.011464401
NDUFB11,-0.370354332,0.002302931
SRSF1,-0.370358696,0.000193751
ARGLU1,-0.370393349,0.00364097
SMDT1,-0.370511129,0.001295783
STAU1,-0.370655737,0.003198387
FAM193A,-0.370798482,0.0001866
NLRP10,-0.370823212,0.052644987
PON2,-0.370843712,0.002481552
NUP88,-0.370875805,0.022129725
PSMB5,-0.370933767,0.000323395
PRELID1,-0.371183482,0.000350329
INTS10,-0.371244376,0.00109801
PARS2,-0.37147279,0.008905342
MAGT1,-0.371554406,0.000333414
SMARCA5,-0.371671563,0.019238869
OAS3,-0.37167382,0.002183187
FAM177A1,-0.371776722,0.001241227
CNOT1,-0.371815976,0.003520944
PTRH2,-0.371816999,0.001600928
IFT74,-0.371934233,0.000203302
EPHB3,-0.371935798,0.002265592
RTN3,-0.372148206,0.002900113
NDC1,-0.372158464,0.001469056
SNRPA1,-0.372194768,0.000484798
GNPAT,-0.372284118,0.032306723
STX6,-0.372360204,0.01495199
ASCC3,-0.372397435,0.066296012
CISD1,-0.372709487,0.00058226
RPLP1,-0.372777916,0.007038441
CBR4,-0.373061573,0.000116429
ACBD5,-0.373174765,0.106375265
NDUFA4L2,-0.373185033,0.018359472
CAPRIN1,-0.373203703,0.000325624
SSBP2;SSBP3,-0.373204738,0.000363711
PIK3R2,-0.373475484,0.003321055
REEP4,-0.373623979,0.000416213
MTREX,-0.373691486,0.007416979
ORAI1,-0.373856145,0.015416177
TCHH,-0.373966128,0.019890262
CTDSPL2,-0.374042328,0.005857561
U2AF1;U2AF1L5,-0.374073803,0.003205238
HNRNPC,-0.374084762,0.000256094
CYP2J2,-0.374216558,0.002593297
BARGIN;SH3BP1,-0.374507361,0.002394443
UTP6,-0.374580308,0.00099174
LUC7L3,-0.37481121,0.011376147
SUB1,-0.374875322,0.003600004
SPHK1,-0.374916815,0.000125248
SEC61B,-0.374933461,0.025011146
RALGAPA2,-0.375091428,0.000175502
MAN1A2,-0.375159762,0.002487661
AGPAT1,-0.375334896,0.001427931
CPSF4,-0.375346288,0.001130758
CEP170B,-0.37541177,0.004807225
NIPSNAP3A,-0.375412576,0.000586546
APEX1,-0.375412814,0.002185792
SDHC,-0.375453797,0.000368202
DHX35,-0.375463342,0.000660936
HMGA1,-0.375749847,0.004972634
PPIF,-0.375843767,0.000563814
RPL27A,-0.375911062,0.000340102
PPP1R10,-0.375955089,0.000374273
HOMER2,-0.376030051,0.004358238
PCBP2,-0.376167588,0.003535097
NFIX,-0.376176645,0.001823669
TEX2,-0.376196808,0.00190045
MTA1,-0.376288261,0.00027582
DHCR24,-0.376394585,0.018386419
ANKRD16,-0.376600807,0.00269139
DCAF13,-0.376679492,0.007852355
ALG2,-0.377335905,0.003504536
GTF2F2,-0.377346866,0.001487464
BLOC1S6,-0.377493205,0.028899665
UFSP2,-0.377822702,0.009594659
CUL9,-0.377824435,0.004605948
UPF1,-0.378081232,0.001783457
TAPBP,-0.378098691,0.001720864
RPS14,-0.37830173,0.002415258
MST1R,-0.378420798,0.014072907
GRIP1,-0.378479989,0.000404961
RBM3,-0.378575926,0.007254564
B3GAT3,-0.378731482,0.000672975
NUP188,-0.378732893,0.013813854
BMPR2,-0.378770837,0.000359085
MCUR1,-0.378790141,0.003874133
ARID1B,-0.378797295,0.00025437
SACM1L,-0.378895561,0.00012212
EMD,-0.378942115,6.30E-05
BIN3,-0.379101857,0.006802516
LAMB3,-0.379412381,0.044114646
CERS4,-0.37943446,0.000228378
COL1A2,-0.379481648,8.23E-06
MPP7,-0.379631646,0.000121927
ANAPC5,-0.379633546,0.019144364
SLC25A12,-0.379804635,0.000233922
CKAP5,-0.379867566,0.001894408
RASA2,-0.380079413,0.009973598
RPL3,-0.380159556,0.000799572
RPL6,-0.380211567,0.000628018
TOMM40L,-0.380431842,0.001998996
MRPS31,-0.380569257,0.000224385
NDUFC1,-0.380607369,0.000450436
CORO2A,-0.380742607,0.001206275
ABI2,-0.380748094,0.000196616
BAK1,-0.380838384,0.005532454
UFL1,-0.380955142,0.010869759
DHX30,-0.380980944,0.000246741
WDR33,-0.381006486,0.000954465
EWSR1,-0.381109645,0.000420597
HTRA1,-0.381211571,0.047086745
IRF2BP2,-0.381248175,0.000169382
MTA2,-0.381263671,6.03E-05
MYO9B,-0.381361204,0.002283915
DEGS1,-0.38141145,0.011140143
TMEM97,-0.381417339,0.002945298
MECP2,-0.381497926,0.000225261
PHLDA2,-0.381507966,0.001083767
AADAC,-0.381509189,0.000258894
PLEKHA7,-0.381523406,0.001630526
PNKP,-0.381609476,0.000664349
VKORC1,-0.381709517,0.004542606
AVEN,-0.381728494,0.000395314
SUDS3,-0.38184383,0.002028859
RPL27,-0.381870416,0.000615238
KLF3,-0.381900836,0.000488813
DIMT1,-0.381920758,0.000558221
ITPRID2,-0.381948952,0.118060481
LSG1,-0.382022612,0.000207825
LTN1,-0.382079687,0.00025437
MBTD1,-0.382181558,0.001144849
DDX50,-0.382455551,6.30E-05
CEP192,-0.382715941,7.47E-05
UGT1A6,-0.382860947,0.000628018
FKBP3,-0.383100002,0.000118441
CCL27,-0.38311709,0.003253332
CTCF,-0.383157023,0.000579366
NUP155,-0.383179585,0.009884714
MAN1B1,-0.383261713,0.001715059
NDST1,-0.383292223,0.000873816
STXBP5,-0.383384747,0.000169382
ZC3HAV1L,-0.383394044,0.000359085
FOCAD,-0.383409248,0.000220595
HSD17B8,-0.383666706,0.000923997
TAF1,-0.383910373,0.000579351
LECT2,-0.3841859,0.000785114
DUOX1,-0.384524732,0.000245965
USP10,-0.384526996,0.001462235
IRS2,-0.384721376,0.002823348
UBASH3B,-0.384767742,0.001204882
MOGS,-0.384821417,0.000419956
STAP2,-0.3849174,0.000395313
NUAK2,-0.384928239,0.000176932
CAMSAP2,-0.38501909,0.000910068
RUSF1,-0.385038997,0.0289192
SLC37A2,-0.385320136,0.037245219
MBOAT2,-0.385417227,0.003502135
KRT1,-0.385454912,0.00021841
TCF25,-0.385476281,0.000696766
ARHGAP23,-0.385536775,0.000118441
ATAD3A,-0.385547852,0.007760153
LRRC59,-0.385647929,0.004737981
GIT1,-0.385665128,0.000256094
NFAT5,-0.385673552,0.000243613
MSH6,-0.385711146,0.0005917
ARFGEF2,-0.38606896,0.016159436
SFSWAP,-0.386236592,0.002092929
CENPC,-0.386270254,9.00E-05
EXOC7,-0.386317331,0.00023559
ARHGEF19,-0.386348146,0.000209195
GLE1,-0.386360391,0.000642899
RPL4,-0.386380841,0.000604555
TMEM33,-0.386467712,2.47E-05
VPS8,-0.386568344,0.006412202
STT3B,-0.386661037,0.005642861
TMEM87B,-0.387013305,0.01221199
TANK,-0.387018284,0.008207668
SRSF6,-0.387216227,0.013328508
PARP1,-0.387217427,0.040926935
SMU1,-0.387219537,0.000117661
RPL26,-0.387231828,0.000750339
FHIP1B,-0.387618632,0.001112937
VPS39,-0.387642886,0.000259207
SLC30A1,-0.387657257,0.013453626
DDX5,-0.387735584,4.95E-05
MT-ND2,-0.387902082,0.000578867
TIMM50,-0.388092893,0.000144663
PRPF8,-0.388135731,0.000438304
FAM120B,-0.388223439,0.011627811
CARD19,-0.388441668,0.001130758
CEBPB,-0.388797131,0.000865876
CHD1,-0.388876211,0.000808825
LMNA,-0.389015694,0.000125248
APOO,-0.389027,0.001090508
FBXL18,-0.389160905,0.00082782
UBXN4,-0.389175394,0.009891454
RNF20,-0.38918983,0.000911993
CYC1,-0.38921369,0.000167362
SFPQ,-0.389233661,7.45E-05
KIAA1191,-0.389315876,0.003604431
YEATS2,-0.389403414,0.000409354
EXOSC9,-0.389739446,0.002053895
TRIP4,-0.389812169,0.00305444
RAVER1,-0.389920435,0.000977556
LRRC8E,-0.390104433,0.001543215
ARHGAP29,-0.390334614,0.004875
LMF1,-0.390407607,0.001087583
NUP58,-0.390810718,0.00045895
AP4B1,-0.390918391,0.00027192
CLASP2,-0.391108973,0.004025442
POGLUT1,-0.391134401,0.000127127
LSM14A,-0.391419827,0.000440917
SUPV3L1,-0.391430667,0.001561188
HMGN2;HMGN3,-0.391535392,0.030405751
TSR3,-0.391629149,0.001151645
ORC3,-0.39194025,0.000730101
MLF2,-0.392060056,0.001941669
SEC62,-0.392229302,0.003261292
SLC25A6,-0.392308558,0.000858174
RPS29,-0.392328119,0.012320212
SMURF2,-0.392329568,0.001525585
LBR,-0.392439265,0.00239471
RNF213,-0.392507981,0.001393592
COG2,-0.392515143,0.000409902
ZC3H14,-0.39261813,0.001116406
NCOR1,-0.392732398,0.000551822
AGO1,-0.39281699,0.000591924
RPL14,-0.392923278,0.000806937
TBC1D22B,-0.393022029,0.010814474
GIPC2,-0.393080637,0.001040573
MMGT1,-0.393260568,0.000198071
YTHDC2,-0.393280206,0.001118948
DDX21,-0.39354841,0.008819517
SPTLC1,-0.393681953,0.000335731
RHAG,-0.393856895,0.000465269
COG4,-0.393904664,0.001115442
TMEM177,-0.393908213,0.000696766
CROCC,-0.393927998,0.00076458
LARP1,-0.39412498,0.029752519
SLC35B2,-0.394133749,0.001160323
WDR75,-0.394164272,0.000270614
ZSCAN9,-0.394315506,0.020558439
SKIV2L,-0.39485605,0.003211328
CERS3,-0.395394838,0.012176538
NIPAL1,-0.395436189,0.000434904
RALY,-0.395452534,0.004805606
LAMA2,-0.395462656,0.009185659
ALG14,-0.395602419,0.000484798
PIK3C2B,-0.395755388,5.20E-05
IMMT,-0.396013355,0.000394924
GTF3C5,-0.396021626,0.000935449
KDSR,-0.396288184,0.00339386
YIPF1,-0.396338052,0.001011192
MYO1E,-0.396343524,0.004351063
TARBP1,-0.396580195,0.00144523
PITPNM3,-0.396778994,0.000156328
MGAT1,-0.396779401,0.003088906
RBM7,-0.39682791,0.000994323
CYP4F22,-0.396947031,0.032266445
SNX13,-0.397332825,8.74E-05
RMDN3,-0.397383972,0.00134546
MAD1L1,-0.397448723,0.000855797
PIK3R4,-0.397518283,0.004115701
MICAL3,-0.39758371,6.03E-05
PPP1R13L,-0.39759476,0.000235021
TBK1,-0.397650132,0.00468945
RPL7,-0.397743283,0.000601814
ZSWIM8,-0.397798095,0.000671211
MAGIX,-0.397811097,0.009820279
NUP107,-0.397826135,0.003140163
EXOC2,-0.397914713,0.000585787
EMC7,-0.397915096,0.000501895
USP34,-0.397927811,0.003839782
PIK3CB,-0.398057803,0.000370481
TRPT1,-0.398212105,0.000176044
CMIP,-0.398248565,0.001304931
KRT14,-0.398365497,0.000721122
ABLIM2,-0.398368674,0.000628018
SLC25A17,-0.398416369,0.001752341
HSPB8,-0.398456653,0.001914539
COL4A1,-0.398705619,0.004560218
NFIB,-0.398792287,0.000350329
RAPGEF6,-0.398820016,0.000104437
BET1,-0.398927387,0.000154308
TMX4,-0.398944253,0.009393899
ZNF638,-0.399027107,0.001901888
ARHGAP5,-0.399037755,0.001074228
DHRS7B,-0.39927325,0.000313729
MYCBP,-0.399413537,0.002546902
N4BP2L1,-0.399480597,0.000321735
BCL2,-0.399500026,0.00139019
HMGN1,-0.399506651,0.000629929
CLPB,-0.39962344,0.002579384
LIMK2,-0.39984057,0.000922023
CAMSAP1,-0.399919004,0.01359632
SEC63,-0.400129651,0.000195114
NFIC,-0.400182655,0.025994314
HNRNPM,-0.400221273,0.000523295
GAK,-0.400308761,0.001358473
TBCK,-0.400354388,0.002918431
SLC25A1,-0.400355863,0.000193525
MATR3,-0.400602303,0.000370136
SRPRA,-0.400680147,0.009972074
HSD11B1,-0.400922643,0.003805325
SLC27A1,-0.401125503,0.002092929
ABHD16A,-0.401298511,0.000806937
ARAP2,-0.401382372,0.000136176
ATP2C1,-0.401466345,0.000516496
NT5DC2,-0.401472489,0.000404961
GDPD3,-0.401480953,0.025996146
COL12A1,-0.4015135,0.000796017
CBL,-0.401519171,0.000779798
TBC1D10A,-0.401539899,0.004620656
NCEH1,-0.401723415,0.000216821
PACSIN3,-0.401861634,0.022142566
EXOSC3,-0.402106764,0.005536806
ABCB7,-0.402258313,0.006673139
PATL1,-0.402327254,0.000395313
H2BC11;H2BC17;H2BC21;H2BC3;H2BU1,-0.402469468,0.005175244
BPTF,-0.402472438,0.001091446
SLC25A22,-0.402582607,0.002279267
IFI16,-0.402947488,0.017539953
EMC6,-0.403020025,0.000170069
MFN1,-0.403133961,0.01490726
ALKBH5,-0.403149169,0.000154008
KLK7,-0.403307314,0.000984446
TMEM165,-0.403335416,0.008107857
WASHC5,-0.403385536,0.001579754
NOSIP,-0.403439568,0.000544545
SH3YL1,-0.403559459,0.027272218
RIF1,-0.403596933,0.001095585
H1-4,-0.403661017,6.30E-05
MKKS,-0.403731455,0.000274689
RAI14,-0.403766207,0.004379212
CDK19,-0.403829055,0.000443814
SLC25A13,-0.403862163,0.007962623
ARMCX1,-0.404079058,0.000207665
UBE3B,-0.404216992,0.000649102
CDC73,-0.404238611,0.005782723
NOL8,-0.404353802,7.45E-05
TXNIP,-0.404424992,0.004766163
GTF2F1,-0.404593694,0.030844236
UBAP2L,-0.404771232,0.000350329
NHSL1,-0.404985718,0.002687882
MZT2B,-0.405046406,0.000406328
FHDC1,-0.405093765,0.001090508
EPB42,-0.405378338,0.000331344
NBN,-0.405397826,0.003303028
GPAA1,-0.40559465,0.00714885
PEX11B,-0.405603558,0.002653387
H2BC10;H2BC12;H2BC13;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9;H2BS1,-0.405711171,0.000253325
ARPC4,-0.405792341,0.000953775
NCOR2,-0.406436305,0.000142846
TMEM201,-0.406497894,0.006239093
SGPL1,-0.406560677,0.000823492
SRCAP,-0.406571064,0.00034103
SNRPA,-0.406576488,0.001121561
HMGN5,-0.406598891,0.003321785
RBM15B,-0.40660105,0.000436592
TUBGCP3,-0.406928807,0.000220617
TMEM41A,-0.406947182,0.000263655
RPL24,-0.407132649,0.000579366
NONO,-0.407142807,5.49E-05
