Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q8BNU0,Armc6,Armadillo repeat-containing protein 6,0.1110151038,20.37379311,0.2083859684,0.3546363788,Not_sig
Q8BNW9,Kbtbd11,Kelch repeat and BTB domain-containing protein 11,0.208705339,19.96618653,0.02844795951,0.09704281639,Not_sig
Q8BNY6,Ncs1,Neuronal calcium sensor 1,0.1075074468,19.45336916,0.4651077156,0.6050604033,Not_sig
Q8BP40,Acp6,Lysophosphatidic acid phosphatase type 6,0.5764601432,19.39078983,0.024575521,0.08882494548,Not_sig
Q8BP47,NARS1,"Asparagine--tRNA ligase, cytoplasmic",0.1238453608,23.55026109,0.06329665086,0.1634344314,Not_sig
Q8BP48,Metap1,Methionine aminopeptidase 1,-0.231953522,19.99884435,0.04204287937,0.1247261216,Not_sig
Q8BP67,Rpl24,60S ribosomal protein L24,-0.966190328,22.03486622,0.000001308189653,0.0005002517231,Down
Q8BP92,Rcn2,Reticulocalbin-2,-0.2042646485,21.21308974,0.278971548,0.4282356401,Not_sig
Q8BPB5,Efemp1,EGF-containing fibulin-like extracellular matrix protein 1,0.2017995655,22.25627498,0.1855653467,0.3284682934,Not_sig
Q8BPN8,Dmxl2,DmX-like protein 2,0.3367057711,20.37932703,0.001739841102,0.01732591765,Not_sig
Q8BPU7,Elmo1,Engulfment and cell motility protein 1,0.08237341058,19.47217673,0.3591046969,0.5067808765,Not_sig
Q8BQ47,Cnpy4,Protein canopy homolog 4,-0.4182002409,20.64431182,0.03172811632,0.1048645781,Not_sig
Q8BR07,Bicd1,Protein bicaudal D homolog 1,0.09771985337,18.31813036,0.7018018171,0.8076106376,Not_sig
Q8BR63,Fam177a1,Protein FAM177A1,-0.1178175704,21.23921862,0.5463420509,0.6791976602,Not_sig
Q8BR90,NA,Ig gamma-2A chain C region secreted form,0.004056472821,19.31061477,0.9753245359,0.9844464404,Not_sig
Q8BRF7,Scfd1,Sec1 family domain-containing protein 1,-0.1590789808,21.21623454,0.03584618462,0.1130757459,Not_sig
Q8BRH3,Arhgap19,Rho GTPase-activating protein 19,0.1979129999,18.7927399,0.4003220615,0.5453621529,Not_sig
Q8BRK8,Prkaa2,5'-AMP-activated protein kinase catalytic subunit alpha-2,0.6816841251,19.40504161,0.008543516327,0.04469275846,Up
Q8BRN9,Cc2d1b,Coiled-coil and C2 domain-containing protein 1B,0.0969403988,20.7888464,0.3698790935,0.5164868472,Not_sig
Q8BRT1,Clasp2,CLIP-associating protein 2,-0.05662447543,20.31965035,0.6758717899,0.7853338574,Not_sig
Q8BS95,Gpr89,Golgi pH regulator,-0.1918458616,19.32783839,0.5036859077,0.6403241061,Not_sig
Q8BSS9,Ppfia2,Liprin-alpha-2,0.1152918774,19.029658,0.4194851645,0.5624513566,Not_sig
Q8BSY0,Asph,Aspartyl/asparaginyl beta-hydroxylase,0.2958650669,21.11484303,0.01599666231,0.06613106667,Not_sig
Q8BT60,Cpne3,Copine-3,-0.2660936394,22.10586624,0.01018438816,0.04986568544,Not_sig
Q8BTG3,Tcp11l1,T-complex protein 11-like protein 1,0.1990989467,20.91607238,0.07422647061,0.1813687052,Not_sig
Q8BTG7,Ndrg4,Protein NDRG4,-0.05258598117,22.22471964,0.5922773844,0.716730607,Not_sig
Q8BTI8,Srrm2,Serine/arginine repetitive matrix protein 2,-1.387318981,18.66329946,0.06964043835,0.1732425844,Not_sig
Q8BTJ4,Enpp4,Bis(5'-adenosyl)-triphosphatase enpp4,0.105499332,19.8645631,0.2512286022,0.4018144944,Not_sig
Q8BTM8,Flna,Filamin-A,-0.3189656871,23.66944061,0.006030176756,0.03548474102,Not_sig
Q8BTS4,Nup54,Nuclear pore complex protein Nup54,-0.3201500918,19.80312056,0.0318368466,0.1048782696,Not_sig
Q8BTU1,Cfap20,Cilia- and flagella-associated protein 20,-0.08968816961,19.08155062,0.6786528318,0.7873690621,Not_sig
Q8BTV1,Tusc3,Tumor suppressor candidate 3,-0.4993635869,19.73641829,0.03475642928,0.1103235518,Not_sig
Q8BTX9,Hsdl1,Inactive hydroxysteroid dehydrogenase-like protein 1,0.05072871763,21.45141167,0.7409307685,0.8325279772,Not_sig
Q8BTY1,Kyat1,Kynurenine--oxoglutarate transaminase 1,0.29017003,19.64345017,0.0660079909,0.1673725723,Not_sig
Q8BTY8,Scfd2,Sec1 family domain-containing protein 2,-0.09041256258,19.40080505,0.3053830984,0.4545679129,Not_sig
Q8BTZ5,Ankrd46,Ankyrin repeat domain-containing protein 46,-0.7839106026,18.83859326,0.3123408496,0.4616897599,Not_sig
Q8BTZ7,Gmppb,Mannose-1-phosphate guanyltransferase beta,-0.1750175551,19.49038671,0.2750446646,0.4246077042,Not_sig
Q8BU30,Iars1,"Isoleucine--tRNA ligase, cytoplasmic",-0.063308023,22.38857151,0.7671799253,0.8487809783,Not_sig
Q8BU33,Ilvbl,2-hydroxyacyl-CoA lyase 2,0.053073687,20.25734752,0.7016628747,0.8076106376,Not_sig
Q8BU88,Mrpl22,"39S ribosomal protein L22, mitochondrial",0.01088588989,19.41577932,0.9702671985,0.9820809336,Not_sig
Q8BUK6,Hook3,Protein Hook homolog 3,-0.2357495792,21.314507,0.01374330208,0.05968721518,Not_sig
Q8BUR4,Dock1,Dedicator of cytokinesis protein 1,0.1926694687,19.86731055,0.06552229008,0.1668157372,Not_sig
Q8BUV3,Gphn,Gephyrin,-0.09117781605,21.15560914,0.2782119891,0.427262107,Not_sig
Q8BUY5,Timmdc1,"Complex I assembly factor TIMMDC1, mitochondrial",0.01815307966,18.62762121,0.9142573518,0.9505996912,Not_sig
Q8BV13,Cops7b,COP9 signalosome complex subunit 7b,0.03087446005,19.11232107,0.9046848519,0.9423903224,Not_sig
Q8BVE3,Atp6v1h,V-type proton ATPase subunit H,0.3382991726,22.56294002,0.002234585112,0.01993013278,Not_sig
Q8BVF2,Pdcl3,Phosducin-like protein 3,-0.2418975014,19.51964079,0.2752621597,0.4246077042,Not_sig
Q8BVG4,Dpp9,Dipeptidyl peptidase 9,-0.009991125573,19.49202633,0.9395324075,0.9664737909,Not_sig
Q8BVI4,Qdpr,Dihydropteridine reductase,0.004607839685,23.27418374,0.9611527502,0.9763969845,Not_sig
Q8BVI5,Stx16,Syntaxin-16,0.04793274772,19.16868339,0.7816694213,0.8587897126,Not_sig
Q8BVL3,Snx17,Sorting nexin-17,-0.3789004865,19.72708556,0.126496243,0.2541889823,Not_sig
Q8BVQ5,Ppme1,Protein phosphatase methylesterase 1,0.1339884722,21.41811976,0.0864733822,0.1986031313,Not_sig
Q8BVU0,Lrch3,DISP complex protein LRCH3,-0.2397343187,19.34007434,0.06600755767,0.1673725723,Not_sig
Q8BVU5,Nudt9,"ADP-ribose pyrophosphatase, mitochondrial",-0.02933648115,19.95271829,0.7650087455,0.8479401283,Not_sig
Q8BVW0,Ganc,Neutral alpha-glucosidase C,-0.5878314575,17.74673434,0.04228507656,0.1249599171,Not_sig
Q8BW41,Pomgnt2,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",-1.111354464,17.71460516,0.2061824405,0.3524549184,Not_sig
Q8BW75,Maob,Amine oxidase [flavin-containing] B,0.8200932356,19.29101432,0.0001848863661,0.005549379155,Up
Q8BW96,Camk1d,Calcium/calmodulin-dependent protein kinase type 1D,0.6059264238,19.86246231,0.0006441511905,0.01021849169,Up
Q8BWB1,Synpo2l,Synaptopodin 2-like protein,0.7591697116,19.6595751,0.2767497418,0.4262146648,Not_sig
Q8BWF0,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",0.2113356519,20.54124888,0.2715621725,0.4224791488,Not_sig
Q8BWG8,Arrb1,Beta-arrestin-1,-0.1864299268,20.6316716,0.384407323,0.5318283658,Not_sig
Q8BWM0,Ptges2,Prostaglandin E synthase 2,0.09107397302,20.09886115,0.587029846,0.71265978,Not_sig
Q8BWP8,B4gat1,"Beta-1,4-glucuronyltransferase 1",-0.3601202321,18.60910928,0.1094980549,0.2318497021,Not_sig
Q8BWQ6,Vps35l,VPS35 endosomal protein-sorting factor-like,-0.09850894178,18.36501693,0.6441186273,0.7597500403,Not_sig
Q8BWR2,Pithd1,PITH domain-containing protein 1,0.1037745569,20.17774846,0.5558026698,0.687161141,Not_sig
Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",0.03463218165,24.34713965,0.6586873725,0.7735632433,Not_sig
Q8BWT5,Dip2a,Disco-interacting protein 2 homolog A,0.4557182607,19.73852286,0.004060554434,0.02797717025,Not_sig
Q8BWU5,Osgep,Probable tRNA N6-adenosine threonylcarbamoyltransferase,0.1715354102,19.24685685,0.3699418082,0.5164868472,Not_sig
Q8BWW9,Pkn2,Serine/threonine-protein kinase N2,0.4289801296,18.51502691,0.1796073205,0.3213840452,Not_sig
Q8BWY3,Etf1,Eukaryotic peptide chain release factor subunit 1,-0.202579884,20.92132966,0.03928432154,0.1198908584,Not_sig
Q8BWZ3,Naa25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",0.03924674026,19.8693866,0.7714545589,0.8506465494,Not_sig
Q8BX02,Kank2,KN motif and ankyrin repeat domain-containing protein 2,0.119542014,21.26291578,0.2754916383,0.4246191153,Not_sig
Q8BX70,Vps13c,Vacuolar protein sorting-associated protein 13C,0.1670826977,19.76013964,0.3491038972,0.4966418538,Not_sig
Q8BX94,Osbpl2,Oxysterol-binding protein-related protein 2,-0.06955760578,19.75776441,0.6399965095,0.7558204608,Not_sig
Q8BXA1,Golim4,Golgi integral membrane protein 4,-0.4194327386,18.20489092,0.2023534083,0.347618793,Not_sig
Q8BXC6,Commd2,COMM domain-containing protein 2,0.1238940481,19.47136975,0.5711204162,0.6994762646,Not_sig
Q8BXK8,Agap1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",0.8931565605,17.28507512,0.1050989523,0.2251531617,Not_sig
Q8BXR9,Osbpl6,Oxysterol-binding protein-related protein 6,0.4549099289,18.85244855,0.01272536644,0.05711479022,Not_sig
Q8BXZ1,Tmx3,Protein disulfide-isomerase TMX3,-0.0962005706,21.09570749,0.522194313,0.6555715867,Not_sig
Q8BY87,Usp47,Ubiquitin carboxyl-terminal hydrolase 47,-0.06822845043,19.8230785,0.5177471092,0.651708749,Not_sig
Q8BY89,Slc44a2,Choline transporter-like protein 2,0.4530858638,23.0647464,0.06040164264,0.1587463103,Not_sig
Q8BYA0,Tbcd,Tubulin-specific chaperone D,0.238278586,21.3411554,0.03699270724,0.1150082215,Not_sig
Q8BYB9,Poglut1,Protein O-glucosyltransferase 1,-0.2407671388,19.00907602,0.1929725323,0.3372609522,Not_sig
Q8BYH7,Tbc1d17,TBC1 domain family member 17,0.3188437257,20.35453642,0.002386581789,0.02050851407,Not_sig
Q8BYI6,Lpcat2,Lysophosphatidylcholine acyltransferase 2,-0.6589370428,17.58510507,0.1074213238,0.2285916205,Not_sig
Q8BYN5,Fsd1l,FSD1-like protein,0.3052519104,21.08941261,0.0159071282,0.06583209765,Not_sig
Q8BZ71,Stac3,SH3 and cysteine-rich domain-containing protein 3,1.061950979,19.19115047,0.1204958696,0.2462726912,Not_sig
Q8BZ98,Dnm3,Dynamin-3,0.2954249079,22.65140123,0.001500201115,0.01597985812,Not_sig
Q8BZA9,Tigar,"Fructose-2,6-bisphosphatase TIGAR",0.4308041016,21.89265939,0.0003197319286,0.007321286795,Not_sig
Q8BZB2,Ppcdc,Phosphopantothenoylcysteine decarboxylase,-0.7395587579,17.77432762,0.2048095063,0.3505781343,Not_sig
Q8BZF8,Pgm5,Phosphoglucomutase-like protein 5,0.8739627161,18.37772024,0.01798656587,0.07179606251,Not_sig
Q8BZJ7,Dcun1d2,DCN1-like protein 2,0.6007204962,19.69203827,0.0008310645667,0.0117269037,Up
Q8BZM1,Glmn,Glomulin,0.2359915295,19.48754198,0.08397323814,0.1943568428,Not_sig
Q8BZN6,Dock10,Dedicator of cytokinesis protein 10,0.177724179,20.04454886,0.2300844687,0.3794798456,Not_sig
Q8BZQ7,Anapc2,Anaphase-promoting complex subunit 2,-0.3570324709,16.9357622,0.2289684445,0.3778918135,Not_sig
Q8BZW8,Nhlrc2,NHL repeat-containing protein 2,0.3034930884,19.15132018,0.04566770865,0.1328010022,Not_sig
Q8C033,Arhgef10,Rho guanine nucleotide exchange factor 10,0.289442068,21.26751586,0.05848962841,0.1554303954,Not_sig
Q8C050,Rps6ka5,Ribosomal protein S6 kinase alpha-5,-1.071681459,17.85981298,0.2276985638,0.3759582504,Not_sig
Q8C052,Map1s,Microtubule-associated protein 1S,0.06282318831,20.84828706,0.4564295226,0.5973259734,Not_sig
Q8C079,Strip1,Striatin-interacting protein 1,1.268607089,19.90057583,0.1974554778,0.342124942,Not_sig
Q8C0C7,Farsa,Phenylalanine--tRNA ligase alpha subunit,-0.3683639787,21.3244729,0.0327957956,0.1063707569,Not_sig
Q8C0D5,Efl1,Elongation factor-like GTPase 1,0.06340115457,19.17691416,0.622973336,0.7413954692,Not_sig
Q8C0E2,Vps26b,Vacuolar protein sorting-associated protein 26B,0.07387947654,21.74026428,0.2305168609,0.3796281121,Not_sig
Q8C0I1,Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",0.177662088,20.43622362,0.2265627598,0.3748922517,Not_sig
Q8C0L0,Tmx4,Thioredoxin-related transmembrane protein 4,-0.06625451812,21.83389769,0.5000002371,0.6379716072,Not_sig
Q8C0L8,Cog5,Conserved oligomeric Golgi complex subunit 5,-1.347433252,17.7601965,0.0917335146,0.2060194848,Not_sig
Q8C0L9,Gpcpd1,Glycerophosphocholine phosphodiesterase GPCPD1,0.4413112589,20.89334334,0.00006288410701,0.003249578719,Not_sig
Q8C0M9,Asrgl1,Isoaspartyl peptidase/L-asparaginase,-0.03037405607,23.27866693,0.6744809714,0.7846715044,Not_sig
Q8C0P5,Coro2a,Coronin-2A,-0.07449400363,20.65689814,0.4926910463,0.6311727172,Not_sig
Q8C0Y0,Ppp4r4,Serine/threonine-protein phosphatase 4 regulatory subunit 4,0.6567197629,18.19323705,0.06179285404,0.1605270882,Not_sig
Q8C0Z1,Fam234a,Protein FAM234A,0.1506522822,20.31653698,0.08277770103,0.1922952229,Not_sig
Q8C129,Lnpep,Leucyl-cystinyl aminopeptidase,-0.4901988361,20.88242247,0.00147056545,0.01579618618,Not_sig
Q8C163,Exog,"Nuclease EXOG, mitochondrial",-0.1630535353,18.73516632,0.3223292952,0.4702736455,Not_sig
Q8C166,Cpne1,Copine-1,0.06748809586,21.42369574,0.2390770458,0.3895766979,Not_sig
Q8C167,Prepl,Prolyl endopeptidase-like,0.1158726796,21.55437662,0.2273648277,0.3757316772,Not_sig
Q8C196,Cps1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",0.6495889026,15.4418359,0.2929181184,0.4415131592,Not_sig
Q8C1A5,Thop1,Thimet oligopeptidase,-0.04998011137,21.97516267,0.4990326436,0.6369495424,Not_sig
Q8C1B1,Camsap2,Calmodulin-regulated spectrin-associated protein 2,-0.1987964936,17.24491552,0.5841027484,0.7103069575,Not_sig
Q8C1B7,Septin11,Septin-11,-0.1086172431,22.47914581,0.3420239576,0.4902172465,Not_sig
Q8C1M2,Znf428,Zinc finger protein 428,-1.592850997,17.38353573,0.008088991837,0.04332255572,Down
Q8C1Y8,Ccz1,Vacuolar fusion protein CCZ1 homolog,0.04475842626,18.74251322,0.8695068086,0.9170368543,Not_sig
Q8C2E7,Washc5,WASH complex subunit 5,0.3414127615,19.44465317,0.01087780978,0.05167297467,Not_sig
Q8C2Q3,Rbm14,RNA-binding protein 14,-0.7455298707,20.41159452,0.0008986122921,0.01230907629,Down
Q8C3F2,Fam120c,Constitutive coactivator of PPAR-gamma-like protein 2,-0.1081953734,20.18936121,0.3965207546,0.5419211457,Not_sig
Q8C437,Pex5l,PEX5-related protein,0.1525045937,20.82477803,0.2596229821,0.4112668946,Not_sig
Q8C460,Eri3,ERI1 exoribonuclease 3,0.005500246848,19.84633881,0.9795169898,0.988043516,Not_sig
Q8C494,Prr33,Proline-rich protein 33,1.190861568,19.67806134,0.03867851702,0.1185149432,Not_sig
Q8C4B4,Unc119b,Protein unc-119 homolog B,-0.1206131234,18.4094057,0.5992391478,0.721502047,Not_sig
Q8C4Q6,Aida,"Axin interactor, dorsalization-associated protein",-0.7404373027,18.61090889,0.2223408933,0.3707944074,Not_sig
Q8C4V1,Arhgap24,Rho GTPase-activating protein 24,0.2842664922,19.63974868,0.163559392,0.2995813635,Not_sig
Q8C522,Endod1,Endonuclease domain-containing 1 protein,0.393533016,23.82321109,0.0009312927006,0.01240858288,Not_sig
Q8C570,Rae1,mRNA export factor,-0.3407123875,19.33195397,0.003717794254,0.02708993428,Not_sig
Q8C5H8,Nadk2,"NAD kinase 2, mitochondrial",0.1683867477,17.02190887,0.7615654336,0.8463313624,Not_sig
Q8C5Q4,Grsf1,G-rich sequence factor 1,-0.4662049646,19.8466187,0.00259097063,0.02151207291,Not_sig
Q8C5W3,Tbcel,Tubulin-specific chaperone cofactor E-like protein,-0.02840874786,20.17214416,0.7572884132,0.843815569,Not_sig
Q8C650,Septin10,Septin-10,0.1245928764,19.2896511,0.6022971934,0.7240441583,Not_sig
Q8C6B2,Rtkn,Rhotekin,0.04903020961,21.03536193,0.5957887228,0.7191591149,Not_sig
Q8C6E0,Cfap36,Cilia- and flagella-associated protein 36,0.2575431615,19.33598277,0.1535518696,0.2871307331,Not_sig
Q8C6G1,Cfap410,Cilia- and flagella-associated protein 410,-0.2196722651,18.74662934,0.6155284192,0.7360164712,Not_sig
Q8C6G8,Wdr26,WD repeat-containing protein 26,-0.126305598,19.64401103,0.398370861,0.5442551528,Not_sig
Q8C754,Vps52,Vacuolar protein sorting-associated protein 52 homolog,0.1957240247,20.28204369,0.209232348,0.3552861895,Not_sig
Q8C7D2,Crbn,Protein cereblon,0.4948435392,20.93378944,0.07773388466,0.186016505,Not_sig
Q8C7E7,Stbd1,Starch-binding domain-containing protein 1,-0.1336281828,18.35595,0.5975298816,0.7204404346,Not_sig
Q8C7K6,Pcyox1l,Prenylcysteine oxidase-like,-0.1549081943,21.48505799,0.1479066264,0.2815305821,Not_sig
Q8C7R4,Uba6,Ubiquitin-like modifier-activating enzyme 6,0.2296564892,20.65011221,0.01041810237,0.05041229917,Not_sig
Q8C7X2,Emc1,ER membrane protein complex subunit 1,0.0320987006,21.03271391,0.7170353962,0.8179172448,Not_sig
Q8C854,Myef2,Myelin expression factor 2,-0.3245737062,21.76303859,0.01294626175,0.05752876643,Not_sig
Q8C863,Itch,E3 ubiquitin-protein ligase Itchy,0.613826269,18.07583704,0.1638207154,0.2998805244,Not_sig
Q8C878,Uba3,NEDD8-activating enzyme E1 catalytic subunit,0.1374890367,21.17488334,0.1044401147,0.2239927081,Not_sig
Q8C8R3,Ank2,Ankyrin-2,0.2362227925,21.7525479,0.0495579923,0.1393454137,Not_sig
Q8C8T8,Tsr2,Pre-rRNA-processing protein TSR2 homolog,-0.5514061046,18.79362322,0.1104294142,0.2333050166,Not_sig
Q8C8U0,Ppfibp1,Liprin-beta-1,0.3682122916,19.19210043,0.1186106393,0.2442472184,Not_sig
Q8CA72,Gan,Gigaxonin,0.1709197671,19.07213932,0.1434620343,0.2760940207,Not_sig
Q8CAA7,Pgm2l1,"Glucose 1,6-bisphosphate synthase",0.2465334543,21.82763642,0.04320103378,0.1267849219,Not_sig
Q8CAK1,Iba57,"Putative transferase CAF17 homolog, mitochondrial",-1.927183862,17.16261421,0.02560762574,0.09151734658,Not_sig
Q8CAQ8,Immt,MICOS complex subunit Mic60,0.09869230736,24.42446549,0.1475385079,0.2811349686,Not_sig
Q8CAY6,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",-0.1373114533,23.46234683,0.2032028029,0.3484518019,Not_sig
Q8CBC4,Cnst,Consortin,-0.5384245789,19.2847114,0.01030028082,0.05011230771,Not_sig
Q8CBE3,Wdr37,WD repeat-containing protein 37,0.03862097994,20.14874821,0.6632147557,0.77550956,Not_sig
Q8CBG9,Rnf170,E3 ubiquitin-protein ligase RNF170,0.2080246907,19.31141865,0.1469133906,0.2803377274,Not_sig
Q8CBW3,Abi1,Abl interactor 1,-0.06634157151,21.03928296,0.5261068051,0.6585376179,Not_sig
Q8CBY8,Dctn4,Dynactin subunit 4,0.08975270029,21.63808801,0.2661068238,0.4165339722,Not_sig
Q8CC21,Ttc19,"Tetratricopeptide repeat protein 19, mitochondrial",0.2564779261,18.40354373,0.3275391701,0.4746153037,Not_sig
Q8CC35,Synpo,Synaptopodin,0.5937222938,19.77882971,0.2213231733,0.369480947,Not_sig
Q8CC86,Naprt,Nicotinate phosphoribosyltransferase,0.315725844,19.38893368,0.03639762527,0.1140224407,Not_sig
Q8CC88,Vwa8,von Willebrand factor A domain-containing protein 8,0.0618761647,20.24989667,0.4817331788,0.620937544,Not_sig
Q8CCB4,Vps53,Vacuolar protein sorting-associated protein 53 homolog,-0.09889409164,19.32255036,0.4290734398,0.5720979197,Not_sig
Q8CCJ3,Ufl1,E3 UFM1-protein ligase 1,-0.06544574461,20.09505391,0.582552161,0.7096780706,Not_sig
Q8CCK0,Macroh2a2,Core histone macro-H2A.2,-0.1366742985,20.73222855,0.5238413829,0.6565616022,Not_sig
Q8CCN5,Bcas3,Breast carcinoma-amplified sequence 3 homolog,0.05063740453,19.33256209,0.7454776732,0.8357392619,Not_sig
Q8CCS6,Pabpn1,Polyadenylate-binding protein 2,-0.4428698543,20.7911756,0.006174115242,0.03599057422,Not_sig
Q8CCX5,Krt222,Keratin-like protein KRT222,0.3148947577,20.1513698,0.07942465409,0.1886358915,Not_sig
Q8CD19,Lancl3,LanC-like protein 3,0.5071137413,18.8091432,0.03101389615,0.1031279469,Not_sig
Q8CD91,Smoc2,SPARC-related modular calcium-binding protein 2,-0.05992272811,18.4873164,0.8776235668,0.9217941114,Not_sig
Q8CDA1,Inpp5f,Phosphatidylinositide phosphatase SAC2,-0.4710432835,18.5539719,0.5331728683,0.6647711276,Not_sig
Q8CDG3,Vcpip1,Deubiquitinating protein VCPIP1,0.1613658961,19.72609095,0.06038053435,0.1587463103,Not_sig
Q8CDJ8,Ston1,Stonin-1,0.1480006286,19.3392607,0.7413254448,0.8325279772,Not_sig
Q8CDM8,Fhip2a,Protein FAM160B1,-0.3545339584,18.75254797,0.07985430379,0.1888644028,Not_sig
Q8CDN6,Txnl1,Thioredoxin-like protein 1,-0.1485672132,23.82274447,0.1282126505,0.2561022373,Not_sig
Q8CE08,Acp3,Prostatic acid phosphatase,0.02598994742,19.78344445,0.9089083534,0.946016751,Not_sig
Q8CE90,Map2k7,Dual specificity mitogen-activated protein kinase kinase 7,0.7421103094,16.56182469,0.1818138347,0.3232245951,Not_sig
Q8CEC0,Nup88,Nuclear pore complex protein Nup88,-0.2424104281,18.68056509,0.2189002364,0.3667738286,Not_sig
Q8CF89,Tab1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,0.1861698604,18.84715846,0.3172822324,0.4659163765,Not_sig
Q8CFE4,Scyl2,SCY1-like protein 2,0.1948743685,19.69245923,0.0756879095,0.183139927,Not_sig
Q8CFI0,Nedd4l,E3 ubiquitin-protein ligase NEDD4-like,-0.2512215033,20.95971266,0.1293354146,0.2576503982,Not_sig
Q8CFI2,Cdc34,Ubiquitin-conjugating enzyme E2 R1,-0.158105282,18.944962,0.4563837477,0.5973259734,Not_sig
Q8CFI7,Polr2b,DNA-directed RNA polymerase II subunit RPB2,-0.4807701709,18.26256454,0.07851279345,0.186828203,Not_sig
Q8CFX1,H6pd,GDH/6PGL endoplasmic bifunctional protein,0.365859395,19.40246512,0.04046493822,0.1219368981,Not_sig
Q8CG72,Adprs,ADP-ribose glycohydrolase ARH3,-0.03330376989,20.98101094,0.8115679676,0.8801576597,Not_sig
Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,0.248510085,21.82979039,0.005646625298,0.03430492681,Not_sig
Q8CGA0,Ppm1f,Protein phosphatase 1F,0.05589478751,20.85443671,0.6172386483,0.7372068124,Not_sig
Q8CGB3,Uaca,Uveal autoantigen with coiled-coil domains and ankyrin repeats,0.141193499,19.83057616,0.2499426593,0.4005786795,Not_sig
Q8CGB6,Tns2,Tensin-2,0.7620000415,18.57997387,0.01589224222,0.06583209765,Not_sig
Q8CGC7,Eprs1,Bifunctional glutamate/proline--tRNA ligase,-0.2112772724,22.56361019,0.04578879762,0.1328633402,Not_sig
Q8CGF6,Wdr47,WD repeat-containing protein 47,0.2166551009,18.83147637,0.203507207,0.3486610929,Not_sig
Q8CGF7,Tcerg1,Transcription elongation regulator 1,-0.5241946758,20.07518027,0.0004136002925,0.008368293748,Not_sig
Q8CGK3,Lonp1,"Lon protease homolog, mitochondrial",0.1281541223,21.46221717,0.09907824961,0.2163764857,Not_sig
Q8CGN5,Plin1,Perilipin-1,0.6950203431,19.34023203,0.05447808593,0.1475383857,Not_sig
Q8CGU1,Calcoco1,Calcium-binding and coiled-coil domain-containing protein 1,-0.0948489897,19.50543749,0.5693675115,0.6989603095,Not_sig
Q8CGY6,Unc45b,Protein unc-45 homolog B,0.6603347709,19.15643502,0.2188668517,0.3667738286,Not_sig
Q8CGY8,Ogt,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,0.03422489386,20.95988742,0.7402883141,0.8325279772,Not_sig
Q8CGZ0,Cherp,Calcium homeostasis endoplasmic reticulum protein,-1.653833774,16.96940464,0.002386324351,0.02050851407,Down
Q8CH18,Ccar1,Cell division cycle and apoptosis regulator protein 1,-0.4191616233,19.93757189,0.0294676831,0.09998617586,Not_sig
Q8CH25,Sltm,SAFB-like transcription modulator,-0.8420115955,18.2199707,0.01663123081,0.06794639598,Not_sig
Q8CH72,Trim32,E3 ubiquitin-protein ligase TRIM32,0.09004539395,17.62069613,0.7035623471,0.8086631846,Not_sig
Q8CHC4,Synj1,Synaptojanin-1,0.2360292711,21.78284685,0.01135086828,0.05306322774,Not_sig
Q8CHG3,Gcc2,GRIP and coiled-coil domain-containing protein 2,-0.5612591782,22.74302357,0.003537787241,0.02642284845,Not_sig
Q8CHH9,Septin8,Septin-8,0.1391853453,22.80197869,0.07268629614,0.178862546,Not_sig
Q8CHK3,Mboat7,Lysophospholipid acyltransferase 7,0.2614907883,20.28028083,0.08662718804,0.1987176767,Not_sig
Q8CHP8,Pgp,Glycerol-3-phosphate phosphatase,-0.04217952318,23.28022696,0.6306174304,0.7473670575,Not_sig
Q8CHS7,Dhrs7c,Dehydrogenase/reductase SDR family member 7C,1.838240636,19.82572841,0.01134751661,0.05306322774,Not_sig
Q8CHT0,Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.2396958967,21.57361183,0.07385937675,0.1808183462,Not_sig
Q8CHU3,Epn2,Epsin-2,0.0573744694,20.62178652,0.5227177114,0.6557980736,Not_sig
Q8CHW4,Eif2b5,Translation initiation factor eIF-2B subunit epsilon,-0.03614479352,19.66963311,0.7356806349,0.8301099875,Not_sig
Q8CI04,Cog3,Conserved oligomeric Golgi complex subunit 3,-0.3788502485,17.53653235,0.2822013216,0.4313100935,Not_sig
Q8CI12,Smtnl2,Smoothelin-like protein 2,0.9148191675,19.45233735,0.03712136417,0.11512741,Not_sig
Q8CI32,Bag5,BAG family molecular chaperone regulator 5,0.2580678112,20.51684563,0.008117502413,0.04335381177,Not_sig
Q8CI43,Myl6b,Myosin light chain 6B,0.9755887513,21.2168073,0.05979578919,0.1580716357,Not_sig
Q8CI51,Pdlim5,PDZ and LIM domain protein 5,0.5184442858,24.12050166,0.02848683719,0.09708882836,Not_sig
