Genes,log2FC(S2/P1),q value
NCCRP1,1.409547656,0.009080355
ALDH1B1,0.944168539,0.009087016
ARFIP2,1.236802209,0.009140597
PGPEP1,2.441957224,0.009163394
METTL26,0.817534948,0.009219773
AFG1L,-3.21653714,0.009260359
HSPB8,-0.881053957,0.009273662
EPN1,1.510060731,0.009315318
SNX6,-0.470185859,0.009328307
RAB11B,-0.684295452,0.009328713
GNPNAT1,2.060298794,0.009364038
BTF3L4,2.802362213,0.009409788
EPRS1,0.365011364,0.009427506
BCAT2,1.060041013,0.009438645
EHD2,-0.30451667,0.009464037
SLC16A1,-1.082982637,0.009468624
CRKL,1.372288439,0.009495035
AKR1E2,0.82859434,0.009541601
UBR3,1.012283629,0.009576448
CPNE6,-7.750777952,0.009601124
SMTN,-1.722272604,0.009641446
SH2D4A,-2.988728393,0.00971878
TGM1,-1.423666748,0.00974553
PLCH2,2.655253952,0.009779266
ATP6V0A1,-0.694063489,0.009795075
SEPTIN10,-2.486856636,0.009815619
FAM83B,-3.020852677,0.009824936
ARFGAP1,-0.575285328,0.009824936
EMILIN2,-4.237705237,0.00989067
MIF4GD,-2.941717339,0.009895218
STBD1,-1.989389614,0.00999442
DOCK7,-1.675560164,0.010042619
CES1B,3.484550693,0.010050306
ELOC,0.803528195,0.010058706
NRAP,-2.590820185,0.010072097
NNMT,5.305230992,0.010075918
PRR33,-2.904617397,0.010075918
HNRNPA2B1,-0.717965437,0.010107505
Q9CXL3,-2.210867959,0.010131706
PPP1R3A,-1.960378949,0.010136847
L2HGDH,-3.038712652,0.010147945
SMTNL1,0.645346573,0.010168197
CISD2,-1.322750569,0.010169678
CCDC43,-1.748377187,0.010169678
PLBD2,2.089032649,0.010186323
CHMP4B,0.699576375,0.010195323
PMPCB,0.513578411,0.010199126
SLC44A2,3.175581858,0.010251668
KRT15,-1.499103559,0.010283741
NSF,-0.547855333,0.010334895
GNG10,1.249616811,0.010335437
NEMF,-2.09736842,0.010362173
PEPD,1.806851427,0.010449165
FBN1,-2.946356436,0.010449613
C8G,1.449660854,0.010464947
FBXO4,1.246089059,0.01053423
ADH6B,-3.66357636,0.010615364
DCAKD,-2.053848206,0.010656409
PEX14,-4.294972565,0.010735425
TMEM14C,-0.965719886,0.01076368
MAPRE2,-0.743610372,0.010774983
S100A14,1.429393878,0.010786529
LAMTOR3,0.755963944,0.010788026
LCN11,1.806510695,0.010791264
NBDY,1.089252712,0.010813296
PANK3,1.98394122,0.010836407
UBR4,0.444870213,0.010913932
TBC1D10A,-1.027440549,0.010918503
CRADD,2.752478817,0.010951062
KRT25,-4.064959145,0.010951062
TSC22D3,1.292573769,0.010951062
KLC4,1.60769228,0.011002138
SEPTIN6,-1.21439829,0.011010028
EEF1D,0.321905532,0.011047508
UBE2I,0.982121334,0.011047508
GYPC,-1.494662218,0.011047508
HOPX,2.716361281,0.011047508
PLCB3,-0.641603442,0.011070262
ZNF583,2.363558221,0.011070262
BLES03,0.821434042,0.011070262
PLEK,0.870498068,0.011070262
DCTN5,1.538306607,0.01111832
MDH2,-0.609732943,0.011118813
RPL10,-1.887377903,0.01113791
C8A,1.192819846,0.011152685
GLRX,0.937910707,0.011152685
DPP9,-1.221023264,0.011205551
KCTD5,0.557551441,0.011220046
TTL,2.649243438,0.011224638
HECTD1,0.366547355,0.011224638
CES2E,3.727081009,0.01125162
SF3B5,-1.068429023,0.011253739
SON,-2.392558846,0.011253739
UBL5,-1.26384606,0.011320421
CLIC5,-0.891866525,0.011382906
GPCPD1,2.162103784,0.011386526
SLC25A11,-1.222963668,0.01139103
FAM234A,-0.898870239,0.01143932
EIF1A;EIF1AX,-1.392406527,0.011440042
SNRNP70,-5.225757108,0.011440042
LYPLA1,2.871268813,0.011447643
IGKC,1.406386533,0.011450448
CDC34,-0.69487771,0.011460696
KRT6A,-2.404952529,0.011480636
RING1;RNF2,-2.724283727,0.011498787
PXK,-1.809217516,0.011498787
ACSL6,-1.051897523,0.011513965
IKBIP,-3.715738639,0.011534951
MPZ,-1.549811657,0.011561553
MAL2,-2.593884512,0.011568752
PRKCQ,-1.55384116,0.011589371
RAB35,-0.583697195,0.011589371
CCDC25,-2.22025061,0.011589371
GALE,2.486372077,0.011599744
MPC1,-3.036535131,0.011637735
PEX19,0.580625502,0.011637735
OLA1,0.710656736,0.011648551
FAM83H,-1.589717012,0.011663825
PLIN2,-0.799304167,0.011742345
DDX17,-4.437996826,0.011763878
MYH14,-0.696502359,0.011775194
CMC2,-2.881922068,0.011781078
TNKS1BP1,-0.495170028,0.011792792
SEH1L,-3.871267117,0.011812398
TNNC2,1.862994842,0.011824985
METAP2,-2.078091805,0.011860335
DDT,-1.557477233,0.011860335
PPP1CC,0.490886552,0.011860335
UBE2B,1.965811842,0.011860335
UFD1,-0.553887851,0.011860335
MCU,-1.373229069,0.011860335
CLTC,0.479377544,0.011860335
ARHGAP25,-4.201055869,0.011860335
SEC61B,-2.88989868,0.011860335
TRIP12,-1.854228357,0.011871797
STS,-1.633168896,0.011907409
CCDC22,-0.995871803,0.01195986
RAB27A,-1.334978726,0.011989386
CCER2,-2.049912459,0.011994202
PKIA,3.069738624,0.011994202
PDK1,-1.542779623,0.011994202
OPTN,1.060121605,0.011994202
CADM4,-1.166615774,0.011994202
SPP1,-1.864560894,0.012002722
HINT2,1.817492519,0.012042727
TPD52L2,-0.576298111,0.012057161
SSR1,-1.328650635,0.012060417
UROD,2.128351324,0.012079451
LRCH3,-3.425524734,0.012105788
TARS1,0.545849018,0.012105788
LRRFIP2,-1.080193791,0.012129891
NCKAP1,0.918311031,0.012144154
RNASEH2B,-4.462998041,0.012195977
BRCC3,1.897080463,0.012239209
NDUFA11,-2.152386213,0.012239209
DHODH,-1.846518619,0.012259929
DUSP3,1.298045881,0.01229049
AMY1,1.679902371,0.012329386
FKBP3,-0.858777986,0.012331161
NRIP2,-1.637992521,0.01234986
ATP6V1F,0.891715898,0.012351493
PPFIBP2,-0.748557251,0.012363788
C3,0.949187748,0.012363788
ACY3,3.341835609,0.012363788
CERT1,-0.89978048,0.012363788
ARL3,0.950855823,0.012363788
SYK,-0.780150667,0.012381343
RABGGTA,1.504214375,0.012430153
MRPL12,-0.866302828,0.012455736
DPYSL2,0.854441248,0.012472186
FAM162A,-1.556245608,0.012617509
GCN1,-2.77420973,0.012672532
CTNNB1,-0.945987052,0.012672532
MTHFD1,0.552604144,0.012690362
ASRGL1,1.873770955,0.012703452
KLHL31,-3.324226163,0.012716652
TRY10,-1.614565866,0.012752021
IPO9,0.856741155,0.012785309
RAI14,-2.060166045,0.012832168
ABR,-0.374500809,0.012844753
FYB1,-1.640972877,0.01290523
CDC16,1.219524942,0.012914501
YWHAH,0.734275555,0.012940734
CTPS1,0.689460813,0.012985347
GCLM,0.730444014,0.013022421
SORBS1,-1.621561397,0.013028328
MLIP,-1.393576917,0.013069023
UACA,-1.490348982,0.013097458
PPP1R2,1.065076147,0.013097458
PRKRA,-1.957698451,0.013133638
MYOM2,-1.557640606,0.013152598
HBS1L,-1.748041916,0.013154416
IGLC2;IGLC3,0.832338024,0.013194175
ITGB4,-0.826919229,0.013201132
GM17949,2.379973025,0.013222421
CYTH1,1.414367258,0.013250012
VAMP7,-1.567422563,0.013252008
THRAP3,-1.88044342,0.013269786
NR3C1,-1.132529097,0.013279002
CRABP2,0.75770101,0.013279002
SNRPB;SNRPN,-3.063705728,0.013320045
POLE3,-1.200791991,0.013322118
PARP3,-0.594482898,0.013337507
DNM3,-2.699451899,0.013359142
USO1,-0.390538735,0.013359142
ATP1A2,-1.144730144,0.013432841
ATG16L1,1.043777399,0.013442289
EHD3,-2.46849003,0.013460968
GANC,1.892995572,0.013510395
TRAPPC6B,1.587641764,0.013524339
STAM2,-0.4351446,0.013553543
CCAR1,-3.713282916,0.013560345
SLC41A3,-2.192884124,0.013594868
RNF123,1.453829562,0.01360033
SDF4,0.708565678,0.013667484
SIRT3,-2.833545896,0.013698766
CBR2,1.478891773,0.013721659
CSRP2,-1.988668189,0.013734653
FSCN1,0.865043568,0.013801155
CPA4,0.724740292,0.013802679
MTND5,-0.84398495,0.013832134
FHL1,-1.435179322,0.013832134
PLBD1,-4.33287082,0.013857687
HDGFL3,-1.227065247,0.013865139
SH3D19,-2.975420791,0.01388454
BSDC1,0.602386491,0.01391061
GLTP,0.955323404,0.013944409
AGO2,-1.331952115,0.013950862
TDRD7,-2.593462312,0.014017784
OBSCN,-4.206922302,0.014074635
TCHH,-5.168609383,0.014076635
CYB5A,-0.983441935,0.014076635
H6PD,1.581377704,0.014094683
CBL,-0.894424336,0.014121963
NGLY1,0.650550231,0.014121963
COQ7,-3.318555561,0.014146336
GTF2B,-1.270649673,0.014175478
TMED3,-3.834314534,0.014206562
STFA1,1.18444714,0.014212334
MYOC,-0.888055442,0.014266236
DUSP23,1.249445259,0.014266236
MSRB3,0.906007838,0.014266236
HBA,-1.079254898,0.014356585
MAN2B1,0.639505884,0.014362369
ACOT1,1.605979954,0.014411917
MAP1LC3A,-0.610092116,0.014427523
SYNC,-1.79203867,0.014429087
GPX3,1.174076814,0.014437006
PAFAH2,2.607182178,0.014519972
ILVBL,-0.637059675,0.014545706
KIF3B,-1.042078315,0.014567563
CHMP1A,1.553449463,0.014567563
VPS25,1.669345958,0.014567563
ELOVL4,-1.214230553,0.014567563
SCGB2B17,2.644439985,0.014567563
PCNA,0.757063904,0.014589729
CARMIL1,-1.815550469,0.014589836
SLC39A7,-2.67482389,0.014593109
IQSEC1,-1.042056597,0.014593109
SUN2,-4.760665591,0.014627669
CDK7,2.434451445,0.014661344
FECH,-1.286879085,0.014667077
ATP6V0A4,-4.762274549,0.014712147
AP2S1,1.67554552,0.014784946
CDC123,1.922915962,0.014787027
COPS2,0.604949849,0.014792618
SERPINB3B,0.725264214,0.014808092
DIAPH2,-3.414859803,0.014813269
HACD1,-2.945177669,0.01482764
PTPN23,-0.931124247,0.014838333
PLOD3,-1.338133457,0.014945049
STFA3,5.097854835,0.014967608
AIF1,1.061285428,0.014985254
MAN2B2,1.143717182,0.01506457
SMDT1,-4.893546759,0.01510899
RUFY3,-0.420007948,0.015178088
WDR12,0.585041412,0.015186367
TARS3,-0.880657183,0.015200072
SMPX,0.856897864,0.015240793
SPTB,-3.98259063,0.015282993
S100B,1.175238718,0.015339115
ATP6V0D1,-0.634834474,0.015362877
AKAP8,-1.139208521,0.015383068
MRPL9,-2.336024734,0.015406695
HNRNPH3,-0.908053311,0.015438149
PLP1,-4.20509417,0.015452219
HK2,1.003186759,0.015473594
IRGM1,-0.453292878,0.015474581
QSOX1,0.51822986,0.015516919
TMEM30A,-1.279095055,0.015527302
FRMD6,-0.909842678,0.015535924
ARFGEF1,0.614220592,0.01553986
COPG2,0.405842121,0.01553986
NISCH,0.963578541,0.015545046
RABAC1,-1.8896327,0.015561445
MYDGF,0.910786297,0.015599402
ALOX12B,-1.203406587,0.015632985
COPZ2,-0.833523054,0.015747453
DBNL,0.553727544,0.01577651
SBDS,-1.945409212,0.015783453
KRT90,-3.794919427,0.015885835
XRCC6,-0.703720475,0.015885835
CNST,-2.32405218,0.015885835
ADD3,-0.88178131,0.015893765
VPS36,-1.317462362,0.015899727
CAMK1,1.428089097,0.015969091
UTP20,-2.588226169,0.015970596
PABPC1,-0.525150651,0.016087255
PBXIP1,-1.364519844,0.016110466
MAP2K5,2.014025462,0.016161645
ARHGAP17,-1.137087597,0.016163387
DNAAF1,3.084905476,0.016189829
DIRAS1,1.617679796,0.016202949
MTREX,-1.606004747,0.01621722
CLPP,0.711758717,0.016256525
ELAC2,0.259499746,0.016256525
BCKDHB,1.088194832,0.016353236
F2,1.39868133,0.016379367
CNPY4,-1.123059622,0.01642961
THEM5,1.180978096,0.016524646
PIN4,-3.168068659,0.016524646
HSPE1,0.899997728,0.016833197
RPL35A,-1.144684469,0.016868223
TNFAIP8,1.257283791,0.01688697
PSAPL1,-1.91986846,0.016968872
DMTN,-2.718276299,0.016987188
TECR,-0.594905039,0.017119841
YRDC,1.528942432,0.017153268
INPPL1,-1.744145372,0.017179268
ATP4A,-1.49353898,0.017195498
CTSH,1.354721385,0.017216756
MYH3,-2.279113985,0.017260019
KIF13A,0.64104787,0.017290051
ARF2,2.499114704,0.017298098
RNF20,-0.410788824,0.017298802
THBD,-1.614136943,0.017312015
IMPDH1,1.337737478,0.017312015
NUP153,-0.927862372,0.017398844
LBP,-1.785330426,0.017405824
SLIRP,-2.385462532,0.017465302
HK3,1.476500914,0.017473227
DENND4C,-0.810434548,0.017542863
KYAT3,1.095383409,0.017596329
GPHN,0.483123137,0.01760253
ANXA5,0.879470588,0.017630828
ZFYVE28,1.783269165,0.017643305
GAPVD1,-0.343274694,0.017787326
APOH,2.061305631,0.01782657
GUCY1B1,1.875150542,0.017856588
DBR1,-3.110843615,0.017922651
SART3,-1.957366132,0.018004148
PALM,0.463942353,0.018021509
CBR4,-4.597901831,0.018037804
CAPN3,-1.607005911,0.01804479
IGSF8,-1.117405538,0.01804479
CCDC8,-1.828957109,0.018217458
KLF13,-1.440855884,0.018228179
CPB2,0.851466084,0.018441731
NAAA,1.011149446,0.018573531
DCTN4,-0.558752929,0.018628779
SSPN,-1.841139279,0.018655661
TPRKB,1.022614013,0.018655661
PLAA,0.706963921,0.018674558
SLK,-0.274118079,0.018694915
CYRIA,2.110293951,0.018717009
SERGEF,1.006763725,0.018735727
DLST,0.37541736,0.018772268
SASH1,-0.761770247,0.018778033
PCSK1N,1.138686776,0.018791718
TRIR,-3.006707839,0.01882503
ALKBH3,1.06937744,0.018851701
RPE,0.922795084,0.018880443
FA2H,-2.505536533,0.018891153
SRSF11,-1.347291354,0.018940399
STAT6,1.123799798,0.018965145
COQ8A,-0.895152535,0.018975225
HRAS,0.768320068,0.019011959
NID2,-0.861033304,0.019014053
SEC62,-1.923587477,0.019035729
RIPK1,-0.764336437,0.019085766
ZPR1,0.556647342,0.019085766
NUP133,-1.842294725,0.019085766
ARMC1,0.693905397,0.019090067
LAMA4,-1.291657503,0.01923501
PDXDC1,-0.520139184,0.019323799
RHOC,0.456399359,0.019335802
PTK7,0.95874123,0.019383963
TMEM167A,-2.097426197,0.019432707
NVL,-1.058040496,0.019644736
PHYHD1,2.092175184,0.019664916
COX7B,-3.32594287,0.019716358
CGN,-2.832124068,0.019716358
STXBP2,0.456132466,0.019716358
BCAM,-0.29194682,0.019716358
PUS1,-1.844897518,0.019738785
DLGAP4,0.344078796,0.019800803
ALDOA,0.744081419,0.01980292
DCLK1,-1.161458242,0.019820167
RRAGC,0.599637627,0.019850601
SASH3,0.866809553,0.019974859
PLA2G4E,-4.031111295,0.020006677
LDAH,0.601319403,0.020069255
CMYA5,-2.645401171,0.020090363
NELFA,-1.412260152,0.020128884
RPL31,-3.280915398,0.02017733
ADD1,-0.708846832,0.020182982
BPIFC,-0.958839839,0.020194381
CERS5,-1.607244451,0.020194381
PTEN,2.518019334,0.020208471
HMGB3,-2.103663234,0.020251927
PFKFB2,0.356495279,0.020265632
GGA2,-1.382860464,0.020268085
FGF1,1.558289026,0.020276107
UPRT,0.645937837,0.020279595
EIPR1,1.313503778,0.020279595
PLVAP,-1.049408237,0.020295933
MRPL41,-1.141596826,0.020316379
SRSF6,-3.567741262,0.020320007
ALOX12,-0.931264246,0.020510413
NANP,0.823468456,0.020549723
COG1,1.581144365,0.020549723
LSM3,1.459216278,0.020617891
TOP2A,1.585958545,0.020627149
SNRPD3,-4.508630127,0.020642509
HSPB2,1.202489251,0.020726164
ENTPD2,1.162078524,0.020857257
NEDD4,0.463992586,0.020914589
SPRR1A,2.840916871,0.020914589
Q8C3W1,1.032107077,0.020914589
FAM3C,-0.819038511,0.020914589
CAMK2B,-2.353728367,0.02102276
UBE2H,-0.994165666,0.02102276
CAMP,-1.299602194,0.021038423
FEN1,-2.060391564,0.021123871
MRFAP1,1.362540195,0.021174375
MRPL13,-2.738200721,0.021208581
PSAP,0.639796781,0.021212289
BCL10,2.764342813,0.021276603
DLG2,-2.69175538,0.021278897
AW551984,2.0724453,0.021326653
AP1M2,-1.095574596,0.021332575
NMRAL1,1.216310837,0.021361269
CCDC47,-2.760291604,0.021457629
GM14743,2.324601174,0.021506851
EXOSC2,-2.751174031,0.02166673
CYBB,-0.731734924,0.021699344
SULT1C2,4.085062936,0.021699344
GUCY1A1,1.344275764,0.021746921
PRKAA2,-0.520104915,0.021819235
MYO1E,-1.276759496,0.021941608
ARSA,3.399222507,0.021941608
MYD88,-1.038831665,0.022045443
HSD17B6;RDH16;RDH7,2.350410447,0.022077708
PGLS,0.862323886,0.022143325
ERLEC1,-1.822599479,0.022160977
IGHG2B,1.386441546,0.022267584
PTPN12,0.495179377,0.022325027
PDE6D,1.200291916,0.022351342
CAND2,0.685383748,0.022352107
SGCB,-1.556067278,0.02238031
GPR107,-1.705517998,0.02238031
RTN2,-1.219320006,0.022420912
SCFD1,0.63850238,0.022518262
DAPL1,-2.348174393,0.022518262
NDUFS4,-1.031264687,0.022533599
CA1,0.549598737,0.022537324
AP3S1,-0.821348368,0.022566185
PPP4R2,0.846930399,0.022595916
KPNA1,1.749532311,0.022595916
MESD,0.512274952,0.022595916
IGBP1,0.420501878,0.022603418
URM1,2.919682425,0.022700427
FMO2,-1.639467053,0.022736351
PPIF,-0.765937712,0.022745967
ASAP1,-0.679859249,0.022787242
ARFGAP2,-1.278927114,0.022791994
PRKCD,-0.439892777,0.022878921
SEC31A,0.4260155,0.022919629
GTPBP1,-0.641763684,0.022941092
MRPL11,-0.778762615,0.022986358
TMED4,-0.85507802,0.022988554
VPS4A,-0.814392864,0.023015516
APOBEC2,-0.488810635,0.02309447
AI182371,1.774238945,0.023177454
HDAC4,0.945857515,0.023177454
IGHA,1.541919182,0.02344197
MRPL21,-2.537569133,0.023537656
KLHL41,-1.004700098,0.023574789
STX19,-2.379595955,0.023581759
SERPINA1E,2.408386931,0.02361088
SH3GLB2,-0.308033799,0.023623823
STRAP,0.597318382,0.023672677
UNC119B,0.44802979,0.023715553
SWAP70,0.329356772,0.023822398
SDC4,-0.608923423,0.023871538
GBA1,-0.818283843,0.023871538
DARS1,0.418239484,0.023871538
SERPINA3M,1.852932814,0.02389091
UBE2Z,-0.609894702,0.02389091
VPS37C,0.970407409,0.023998982
GPX1,1.203996143,0.024219534
EPB41L3,-0.428630378,0.024219534
FERMT3,-1.15116175,0.024234682
LRP1,0.337108956,0.024289984
MTX2,-1.268867845,0.024450979
ATPAF1,1.0346805,0.024457635
PAOX,1.03387802,0.024466476
ALOX8,2.471274194,0.024484722
MLF2,-0.565344144,0.024670261
PQBP1,-2.73973223,0.024695544
HSD17B4,-0.54555729,0.024728161
FAM172A,-0.518537121,0.024728161
AARSD1,0.42324362,0.024787021
SNX9,-0.553854177,0.024823628
DPYSL5,1.56070523,0.024960304
PRKD2,0.963788365,0.024975345
AGFG1,-0.771163386,0.025023252
ATP6V1H,0.603723605,0.025023727
IARS2,0.480328925,0.025040795
KRT75,-1.800110865,0.025161679
DOCK11,-0.939217712,0.025260544
MMP2,-0.722482062,0.025272455
CHM,1.271438532,0.025280296
MYPN,-2.738032736,0.025408199
CLIP1,0.421367656,0.025427311
AGPAT4,-1.405570971,0.025472533
GLB1,1.286548317,0.025659822
CTSS,1.126520983,0.025706041
BOLA3,2.188169314,0.025727717
ATP1B3,0.39173303,0.026035663
AIMP1,0.501509818,0.026041944
KIF13B,-0.276493228,0.02604599
HP1BP3,-0.854160471,0.026120731
ACOT9,-0.546114991,0.026201066
STRN4,-0.683426679,0.026287296
WASHC1,-1.195333622,0.026287296
SNAP29,-0.446463166,0.026500506
PIP4K2C,-0.616173979,0.026515361
CC2D1B,-0.201270535,0.026566226
TPP2,0.342305413,0.026757111
NME4,1.398139606,0.026765078
GM12886;GM12888,-0.890459326,0.026794811
AWAT1,1.717672253,0.026797824
C2,0.589298516,0.026797824
CAPZB,0.560974374,0.026991508
HSPA14,0.542470736,0.026991508
ATE1,-0.982657989,0.02709819
STARD4,0.953399894,0.027128339
TFDP1,2.352790671,0.027171007
BIRC6,0.387154543,0.02718772
SEC23B,-0.415639724,0.027279656
NDUFB4,-1.688139439,0.027282051
DDR2,1.066554176,0.027360174
PGAP1,-0.787364127,0.027497499
ITGB2,-0.764379928,0.02751958
PIP4P1,-1.580565455,0.02751958
MEMO1,0.531562758,0.027672541
ZNF207,-0.825112192,0.027688146
CIAO2B,0.450891065,0.027780774
HARS1,0.605121057,0.027801128
SUCLG1,-0.970532662,0.027801128
GCAT,1.157116633,0.027814032
TUBB4B,2.134116252,0.027950391
CAPN2,0.44355195,0.028067606
MMS19,1.438512,0.028113551
JPH2,-2.205613609,0.028185247
NIT1,1.544470733,0.028297139
COMMD2,0.44985285,0.02830499
GSR,0.824647562,0.028347259
KTN1,-2.969419398,0.028408984
RUFY1,-0.289281101,0.028484818
LAMA2,-1.833589146,0.028605211
LIFR,0.735252688,0.028610924
DHX15,-0.56846168,0.028624135
FAM50A,-1.204922912,0.028770352
PTGIS,-0.330415969,0.028834464
NIF3L1,1.192053089,0.028924278
RBKS,1.451171023,0.028937142
NMT2,0.692755495,0.028985286
AMPD3,-2.08534865,0.029169858
RPS6KB1,0.926103864,0.029265193
FERMT2,-0.483249772,0.029274025
MINDY1,0.741861222,0.029339373
JSRP1,-1.385722365,0.029356163
PON2,-1.048476518,0.029356163
MRPL28,-4.393821312,0.029356163
MGL2,-1.112984205,0.029423857
MRPL39,-0.449112617,0.029541193
BCL2L13,-0.41966014,0.029717272
HDGF,0.73440876,0.029731618
ISG15,1.089420956,0.029847314
COX6B1,-0.785362244,0.030030968
ADAM10,0.8886877,0.030075705
TOMM22,-0.698757156,0.030154064
SYNCRIP,-0.753027649,0.030283369
SF3A3,-2.152786043,0.030299761
TTPAL,2.008912148,0.030314592
AMPD1,1.010713741,0.030324895
HSPB3,1.594217748,0.03033782
ATP2B1,-0.617855946,0.030420659
OXCT1,0.357511232,0.030452437
ACTL6A,0.3852811,0.030594607
SPINK5,0.523821945,0.030648499
COL5A2,-1.143831367,0.030684715
INPP5A,0.674032611,0.030712092
ABHD6,-1.343543628,0.030739317
MRPS31,-1.753677711,0.030837984
HSPA5,0.327769331,0.030929207
SMAP2,-0.705659304,0.030957196
ABCA8B,1.791088171,0.030993949
NUP43,0.450617017,0.031035354
AEBP1,-0.213368652,0.031068763
MOSPD2,0.951482317,0.031190319
KLHL13;KLHL9,1.222277042,0.031251837
COL2A1,-1.592616347,0.03129527
DNAJC24,1.31149606,0.031404326
PIK3CB,-0.720104739,0.031488075
STAC3,-1.891623891,0.031590834
PDE2A,1.770735839,0.03160675
ACP1,0.861378974,0.03160675
SPPL2A,0.377320115,0.031618339
MAN1A1,-0.819849832,0.031682555
PYCR3,-0.474805773,0.031830557
ALDH18A1,-0.582603854,0.031830557
APOE,0.692292665,0.03199141
NSDHL,-1.077945194,0.031993034
SNCA,-1.221219768,0.032003412
PLTP,1.978933901,0.032086685
BAG3,-0.304332889,0.032091713
HSPA9,0.523144099,0.032105575
PSMD7,0.416952302,0.032264566
SNX3,-0.630989473,0.032458104
RGL2,2.208463378,0.032586489
LPO,1.07128173,0.032657053
MRPS27,-0.842643385,0.032748845
NUDT16L1,-2.369630594,0.03282199
PF4,-1.691614935,0.032898284
GYG1,1.345235407,0.032922778
SMAD2,-1.194811918,0.033010476
DNPEP,0.93310665,0.033140358
COG7,1.071762477,0.033216798
EIF2S3Y,-0.276823559,0.033244544
UBE2G1,1.322698741,0.033444218
ARMC6,1.035318672,0.033485234
MRPL4,1.278883172,0.033623358
ITPKC,0.879538485,0.033677298
TXNRD3,-1.645825245,0.033728788
L1CAM,1.038608251,0.033740461
CLN5,0.768680356,0.033829756
BICD2,0.36134182,0.033829756
CACNA1S,-0.768894849,0.034033493
NCDN,0.98015728,0.034190384
SH2B1,0.741894386,0.034354922
COL1A1,-1.110677773,0.034370263
WASL,-1.790947815,0.034432188
CYB5R1,-0.906963568,0.034664424
RPS5,-1.600386523,0.034705514
BRK1,-1.171349666,0.034869467
SCGB2B26,1.591643292,0.034944448
OR52X1,2.691711758,0.035057451
FSTL1,0.587422556,0.035098374
SGCG,-3.483715644,0.035143687
PRKG1,0.421839868,0.035173923
ATP5F1C,-0.544260564,0.035173923
Q9CRC3,-1.143706263,0.035175544
C8B,1.629642676,0.035238911
STAB1,-0.984874025,0.035334456
CMTR1,-0.626926497,0.035334456
CES1D,0.613150075,0.035348968
ANKS1A,-0.34752426,0.03557117
PRDX2,1.131268644,0.035577377
UMPS,0.818774896,0.035586524
TNNT3,-1.34881809,0.035756162
NFKB2,2.256643626,0.035756162
RAB7A,-0.39719052,0.03580429
DEPTOR,-0.633724601,0.03580429
SERPINB9,0.568843059,0.035932571
PHYH,1.305661668,0.035999794
DTD1,0.346930339,0.036075589
LIMCH1,-0.574828766,0.036093809
LZTFL1,0.530839918,0.036110225
ELAVL1,-0.814519815,0.036183676
ESP15,-1.508749051,0.036205575
GSK3A,0.284361602,0.036283765
PLA2G7,1.005886784,0.03637977
PSMD14,-0.455738345,0.03667499
FAM120C,-3.461710644,0.03667499
MYO6,-0.515311974,0.036783934
TMEM79,1.522655298,0.036797797
PTER,1.116347792,0.036838529
GNG5,-0.729886013,0.036882608
PRDX1,0.810195546,0.036889579
HMGN5,0.315547058,0.037117555
TMEM119,-0.782405847,0.037329197
MRPL10,2.21140603,0.037413841
TRIM28,-0.437853891,0.037524356
RPS21,-0.512108262,0.037593443
DCPP3,-0.766357176,0.037596091
LONP1,0.290709257,0.037930723
CALCOCO1,-0.406535546,0.038326858
OXNAD1,1.043952986,0.038346891
ALDH1L1,0.350168471,0.038389975
RAB32,0.370568429,0.038407807
MTND1,2.007035285,0.038478802
PITPNM1,2.009766372,0.0385578
ACACA,-0.349841098,0.03866289
KIF1B,-0.458168333,0.03867153
C7,1.933746404,0.038677008
BLMH,1.167192498,0.038677008
CPNE1,-0.953331817,0.03885981
GRPEL1,0.647585635,0.038908545
SRSF5,-1.6826192,0.039174456
HGS,0.697873282,0.039283539
ELMO1,-0.819672107,0.039354517
RER1,-0.512459377,0.039509169
ACE,0.924393071,0.039527498
SNTB1,-0.734202467,0.039635529
NEFH,-0.838200103,0.0396451
BAG1,0.878415357,0.039708174
COMMD1,0.468959503,0.040015918
NAGLU,1.245807607,0.040021079
USP10,-0.992865463,0.040077408
TBCE,1.407034913,0.040396889
RAE1,-1.100749242,0.040591143
CTSD,0.815266259,0.041039483
PDLIM2,-0.77787904,0.041047183
ITIH1,0.521810072,0.041101901
SNRNP200,-0.625539378,0.041103308
ARHGAP5,1.809876029,0.041149114
EIF2B2,0.5303871,0.041288021
USP7,0.254679348,0.041321977
ABCF1,-1.30752307,0.041974778
TUBB6,-0.648824328,0.04202953
SEC16A,-1.511584929,0.042218494
DNAJC8,-0.800292491,0.042364279
MCM7,0.441431011,0.042375051
ASAH1,1.423756329,0.042476789
PLD4,0.462508587,0.042501013
MACO1,0.763390963,0.04272134
GAN,0.266696286,0.042737217
BRAF,1.610854029,0.042755643
VPS26A,0.293054092,0.042755643
KAT7,-1.137284179,0.042987928
OTUD7B,-1.020786159,0.043082709
LYN,0.604585601,0.043412995
ABCE1,-0.406509042,0.043593415
CARM1,0.394253273,0.043594321
RAB22A,1.543213244,0.043800164
CRABP1,0.429312338,0.043805567
DIS3,-1.119667253,0.044330515
CBX3,0.820497064,0.044343614
ANP32E,-0.453432257,0.044366342
PHF24,1.326842316,0.044366342
PRKAR2B,-0.475038455,0.044475255
KRT42,-1.28597859,0.044534896
STN1,-0.391776281,0.044944378
RAP1B,0.756818742,0.04508631
ABHD11,0.716580485,0.045249049
RACK1,0.270428548,0.045444561
MTCH1,-3.363824138,0.045488137
KPNA2,0.822683462,0.045514641
